name,first_name,last_name,birth_city,birth_state,birth_country,death_city,death_state,death_country,year_start,year_end,birth_year,birth_month,birth_day,death_year,death_month,death_day
Ed Hawthorne,Ed,Hawthorne,St. Louis,MO,USA,,,,2006,2013,1970,7,30,,,
Greg Hawthorne,Greg,Hawthorne,Fort Worth,TX,USA,,,,2006,2013,1956,9,5,,,
Michael Hawthorne,Michael,Hawthorne,Sarasota,FL,USA,,,,2006,2013,1977,1,26,,,
Michael Hay,Michael,Hay,,,,,,,2012,2012,1989,9,1,,,
Ken Haycraft,Ken,Haycraft,Bemidji,MN,USA,Kaneohe,HI,,2012,2012,1907,2,16,1995,6,29
Aaron Hayden,Aaron,Hayden,Detroit,MI,USA,,,,2012,2012,1973,4,13,,,
D.J. Hayden,D.J.,Hayden,,,,,,,2012,2012,1990,6,27,,,
Kelvin Hayden,Kelvin,Hayden,Chicago,IL,USA,,,,2012,2012,1983,7,23,,,
Ken Hayden,Ken,Hayden,Hamburg,AR,USA,,,,2012,2012,1917,10,21,1968,8,
Leo Hayden,Leo,Hayden,Louisville,KY,USA,,,,2012,2012,1948,6,2,,,
Nick Hayden,Nick,Hayden,Hartland,WI,USA,,,,2012,2012,1986,2,4,,,
Henry Hayduk,Henry,Hayduk,,NY,USA,Seattle,WA,,2012,2012,1913,9,26,1969,8,27
Jovan Haye,Jovan,Haye,,,,,,,2012,2012,1982,6,21,,,
Billie Hayes,Billie,Hayes,Riverside,CA,USA,,,,2012,2012,1947,6,22,,,
Bob Hayes,Bob,Hayes,Jacksonville,FL,USA,Jacksonville,FL,,2012,2012,1942,12,20,2002,9,18
Brandon Hayes,Brandon,Hayes,Muncie,IN,USA,,,,2012,2012,1973,3,11,,,
Chris Hayes,Chris,Hayes,San Bernardino,CA,USA,,,,2012,2012,1972,5,7,,,
Dave Hayes,Dave,Hayes,,,,,,,2012,2012,,,,,,
Donald Hayes,Donald,Hayes,Madison,WI,USA,,,,2012,2012,1975,7,13,,,
Ed Hayes,Ed,Hayes,Jacksonville,FL,USA,,,,2012,2012,1946,8,14,,,
Eric Hayes,Eric,Hayes,Tampa,FL,USA,,,,2012,2012,1967,11,12,,,
Gary Hayes,Gary,Hayes,Tucson,AZ,USA,,,,2012,2012,1957,8,19,,,
Geno Hayes,Geno,Hayes,Greenville,FL,USA,,,,2012,2012,1987,8,10,,,
Gerald Hayes,Gerald,Hayes,Paterson,NJ,USA,,,,2012,2012,1980,10,10,,,
Jarius Hayes,Jarius,Hayes,Sheffield,AL,USA,,,,2012,2012,1973,3,27,,,
Jeff Hayes,Jeff,Hayes,Elkin,NC,USA,,,,2012,2012,1959,8,19,,,
Jim Hayes,Jim,Hayes,Meridian,MS,USA,Meridian,MS,,2012,2012,1940,11,26,2001,4,19
Joe Hayes,Joe,Hayes,Dallas,TX,USA,,,,2012,2012,1960,9,15,,,
Jonathan Hayes,Jonathan,Hayes,South Fayette,PA,USA,,,,2012,2012,1962,8,11,,,
Larry Hayes,Larry,Hayes,Nashville,TN,USA,,,,2012,2012,1935,7,21,,,
Lester Hayes,Lester,Hayes,Houston,TX,USA,,,,2012,2012,1955,1,22,,,
Luther Hayes,Luther,Hayes,San Diego,CA,USA,,,,2012,2012,1939,1,1,,,
Melvin Hayes,Melvin,Hayes,New Orleans,LA,USA,,,,2012,2012,1973,4,28,,,
Mercury Hayes,Mercury,Hayes,Houston,TX,USA,,,,2012,2012,1973,1,1,,,
Norbert Hayes,Norbert,Hayes,Kaukauna,WI,USA,,,,2012,2012,1896,11,21,1945,7,13
Ray Hayes,Ray,Hayes,Pawhuska,OK,USA,,,,2012,2012,1935,2,25,1987,2,12
Raymond Hayes,Raymond,Hayes,Hazel Park,MI,USA,,,,2012,2012,1946,9,5,,,
Rudy Hayes,Rudy,Hayes,Pickens,SC,USA,,,,2012,2012,1935,1,12,,,
Tom Hayes,Tom,Hayes,Riverside,CA,USA,,,,2012,2012,1946,4,18,,,
Wendell Hayes,Wendell,Hayes,Dallas,TX,USA,,,,2012,2012,1940,8,5,,,
William Hayes,William,Hayes,High Point,NC,USA,,,,2012,2012,1985,5,2,,,
Windrell Hayes,Windrell,Hayes,Stockton,CA,USA,,,,2012,2012,1976,12,14,,,
Herb Haygood,Herb,Haygood,Sarasota,FL,USA,,,,2012,2012,1977,12,30,,,
Bill Hayhoe,Bill,Hayhoe,Los Angeles,CA,USA,,,,2012,2012,1946,9,6,,,
Conway Hayman,Conway,Hayman,Wilmington,DE,USA,,,,2012,2012,1949,1,9,,,
Gary Hayman,Gary,Hayman,Newark,DE,USA,,,,2012,2012,1951,9,8,,,
Alvin Haymond,Alvin,Haymond,New Orleans,LA,USA,,,,2012,2012,1942,8,31,,,
Abner Haynes,Abner,Haynes,Denton,TX,USA,,,,2012,2012,1937,9,19,,,
Alex Haynes,Alex,Haynes,Tallahassee,FL,USA,,,,2012,2012,1982,2,13,,,
Hall Haynes,Hall,Haynes,Duncan,OK,USA,Santa Clara County,CA,,2012,2012,1928,10,3,1988,6,13
James Haynes,James,Haynes,Tallulah,LA,USA,,,,2012,2012,1960,8,9,,,
Joe Haynes,Joe,Haynes,Barnsdall,OK,USA,Tupelo,MS,,2012,2012,1921,3,26,1994,3,9
Louis Haynes,Louis,Haynes,New Orleans,LA,USA,Algiers,LA,,2012,2012,1960,1,17,2002,12,2
Mark Haynes,Mark,Haynes,Kansas City,KS,USA,,,,2012,2012,1958,11,6,,,
Michael Haynes,Michael,Haynes,Brooklyn,NY,USA,,,,2012,2012,1980,9,13,,,
Michael Haynes,Michael,Haynes,New Orleans,LA,USA,,,,2012,2012,1965,12,24,,,
Mike Haynes,Mike,Haynes,Denison,TX,USA,,,,2012,2012,1953,7,1,,,
Reggie Haynes,Reggie,Haynes,Denison,TX,USA,,,,2012,2012,1954,9,15,,,
Tommy Haynes,Tommy,Haynes,Chicago,IL,USA,,,,2012,2012,1963,2,6,,,
Verron Haynes,Verron,Haynes,Bronx,NY,USA,,,,2012,2012,1979,2,17,,,
Albert Haynesworth,Albert,Haynesworth,Hartsville,SC,USA,,,,2012,2012,1981,6,17,,,
Joey Haynos,Joey,Haynos,Silver Spring,MD,USA,,,,2012,2012,1984,8,28,,,
George Hays,George,Hays,Glassport,PA,USA,Elizabeth Township,PA,,2012,2012,1924,8,29,2007,4,20
Harold Hays,Harold,Hays,Gulfport,MS,USA,,,,2012,2012,1939,9,24,,,
Adam Hayward,Adam,Hayward,Westminster,CA,USA,,,,2012,2012,1984,6,23,,,
Casey Hayward,Casey,Hayward,,,,,,,2012,2012,1989,9,9,,,
Reggie Hayward,Reggie,Hayward,Chicago,IL,USA,,,,2012,2012,1979,3,14,,,
Al Haywood,Al,Haywood,Jacksonville,FL,USA,,,,2012,2012,1948,8,6,,,
Tracy Hayworth,Tracy,Hayworth,Winchester,TN,USA,,,,2012,2012,1967,12,18,,,
Paul Hazel,Paul,Hazel,,,,,,,2013,2013,1990,5,4,,,
Robert Hazelhurst,Robert,Hazelhurst,Denver,CO,USA,Denver,CO,,2013,2013,1924,7,21,1988,11,11
Matt Hazeltine,Matt,Hazeltine,Ross,CA,USA,San Francisco,CA,,2013,2013,1933,8,2,1987,1,13
Major Hazelton,Major,Hazelton,Bartow,FL,USA,,,,2013,2013,1944,9,9,,,
Vidal Hazelton,Vidal,Hazelton,,,,,,,2013,2013,1988,1,29,,,
Ted Hazelwood,Ted,Hazelwood,Silverwood,IN,USA,Bellingham,WA,,2013,2013,1924,4,24,2005,2,27
Jeff Hazuga,Jeff,Hazuga,Thorp,WI,USA,,,,2013,2013,1978,4,29,,,
Andy Headen,Andy,Headen,Asheboro,NC,USA,,,,1983,1988,1960,7,8,,,
Sherrill Headrick,Sherrill,Headrick,Waco,TX,USA,Fort Worth,TX,,1983,1988,1937,3,13,2008,9,10
Ed Healey,Ed,Healey,Indian Orchard,MA,USA,South Bend,IN,,1983,1988,1894,12,28,1978,12,10
Chip Healy,Chip,Healy,Atlanta,GA,USA,,,,1983,1988,1947,8,16,,,
Don Healy,Don,Healy,Rome,NY,USA,,,,1983,1988,1936,8,28,,,
Joe Heap,Joe,Heap,Abita Springs,LA,USA,Covington,LA,,1983,1988,1931,10,26,2011,4,6
Todd Heap,Todd,Heap,Mesa,AZ,USA,,,,1983,1988,1980,3,16,,,
Walt Heap,Walt,Heap,Taylor,TX,USA,Dallas,TX,,1983,1988,1921,9,18,1989,5,20
Herman Heard,Herman,Heard,Denver,CO,USA,,,,1983,1988,1961,11,24,,,
Kellen Heard,Kellen,Heard,,,,,,,1983,1988,1985,10,17,,,
Ronnie Heard,Ronnie,Heard,Bay City,TX,USA,,,,1983,1988,1976,10,5,,,
Les Hearden,Les,Hearden,Lawrence,WI,USA,Green Bay,WI,,1983,1988,1902,4,24,1978,12,25
Tom Hearden,Tom,Hearden,Appleton,WI,USA,Green Bay,WI,,1983,1988,1904,9,8,1964,12,27
Garrison Hearst,Garrison,Hearst,Lincolnton,GA,USA,,,,1983,1988,1971,1,4,,,
Don Heater,Don,Heater,Helena,MT,USA,,,,1983,1988,1950,6,22,,,
Larry Heater,Larry,Heater,Cincinnati,OH,USA,,,,1983,1988,1958,1,9,,,
Red Heater,Red,Heater,Reading,PA,USA,Syracuse,NY,,1983,1988,1918,9,22,2003,10,24
Clayton Heath,Clayton,Heath,Chester County,SC,USA,,,,1983,1988,1951,2,15,,,
Jeff Heath,Jeff,Heath,,,,,,,1983,1988,1991,5,14,,,
Leon Heath,Leon,Heath,Hollis,OK,USA,Oklahoma City,OK,,1983,1988,1928,10,27,2007,3,23
Rodney Heath,Rodney,Heath,Cincinnati,OH,USA,,,,1983,1988,1974,10,29,,,
Stan Heath,Stan,Heath,Toledo,OH,USA,Jessup,GA,,1983,1988,1927,3,5,2010,9,26
T.J. Heath,T.J.,Heath,,,,,,,1983,1988,1987,9,11,,,
Bobby Hebert,Bobby,Hebert,Baton Rouge,LA,USA,,,,1985,1996,1960,8,19,,,
Bud Hebert,Bud,Hebert,Beaumont,TX,USA,,,,1985,1996,1956,10,12,,,
Ken Hebert,Ken,Hebert,San Bernardino,CA,USA,,,,1985,1996,1944,9,9,,,
Kyries Hebert,Kyries,Hebert,Eunice,LA,USA,,,,1985,1996,1980,10,9,,,
Vaughn Hebron,Vaughn,Hebron,Baltimore,MD,USA,,,,1985,1996,1970,10,7,,,
George Hecht,George,Hecht,Chicago Heights,IL,USA,Collinsville,AL,,1947,1947,1920,9,17,1994,10,24
Andy Heck,Andy,Heck,Fargo,ND,USA,,,,1947,1947,1967,1,1,,,
Bob Heck,Bob,Heck,South Bend,IN,USA,,,,1947,1947,1925,6,17,2013,4,17
Ralph Heck,Ralph,Heck,Pittsburgh,PA,USA,,,,1947,1947,1941,11,6,,,
Steve Heckard,Steve,Heckard,Winston-Salem,NC,USA,,,,1947,1947,1943,4,12,,,
Norb Hecker,Norb,Hecker,Berea,OH,USA,Los Altos,CA,,1947,1947,1927,5,26,2004,3,13
Robert Hecker,Robert,Hecker,Berea,OH,USA,,,,1947,1947,1925,7,29,2013,2,24
Johnny Hector,Johnny,Hector,Lafayette,LA,USA,,,,1947,1947,1960,11,26,,,
Willie Hector,Willie,Hector,New Iberia,LA,USA,,,,1947,1947,1939,12,23,,,
Randy Hedberg,Randy,Hedberg,Parshall,ND,USA,,,,1977,1977,1954,12,27,,,
Madison Hedgecock,Madison,Hedgecock,Winston-Salem,NC,USA,,,,1977,1977,1981,8,27,,,
Pat Heenan,Pat,Heenan,Detroit,MI,USA,,,,1960,1961,1938,3,1,,,
Gene Heeter,Gene,Heeter,Windber,PA,USA,,,,1960,1961,1941,4,19,,,
Shawn Heffern,Shawn,Heffern,Toledo,OH,USA,,,,1987,1987,1964,3,15,,,
Dave Heffernan,Dave,Heffernan,Boston,MA,USA,,,,1987,1987,1962,10,28,,,
Victor Heflin,Victor,Heflin,Springfield,MA,USA,,,,1987,1987,1960,7,7,,,
Vince Heflin,Vince,Heflin,Dayton,OH,USA,,,,1987,1987,1959,7,7,,,
Larry Hefner,Larry,Hefner,Charlotte,NC,USA,,,,1987,1987,1949,8,2,,,
George Hegamin,George,Hegamin,Camden,NJ,USA,,,,1994,2000,1973,2,14,,,
Bill Hegarty,Bill,Hegarty,Medford,MA,USA,,,,1994,2000,1931,6,30,2002,10,31
Mike Hegman,Mike,Hegman,Memphis,TN,USA,,,,1994,2000,1953,1,17,,,
Jimmy Heidel,Jimmy,Heidel,Yazoo City,MS,USA,,,,1966,1967,1943,12,1,,,
Steve Heiden,Steve,Heiden,Rushford,MN,USA,,,,1966,1967,1976,9,21,,,
Ralph Heikkinen,Ralph,Heikkinen,Hancock,MI,USA,Pontiac,MI,,1966,1967,1917,5,14,1990,1,11
Charles Heileman,Charles,Heileman,Fort Dodge,IA,USA,Clinton,IA,,1966,1967,1915,1,25,1966,2,23
Craig Heimburger,Craig,Heimburger,Belleville,IL,USA,,,,1966,1967,1977,2,3,,,
Steve Heimkreiter,Steve,Heimkreiter,Cincinnati,OH,USA,,,,1966,1967,1957,6,9,,,
Johnny Heimsch,Johnny,Heimsch,Rosebush,MI,USA,Oneida County,WI,,1966,1967,1902,9,18,1991,5,27
Lakei Heimuli,Lakei,Heimuli,Vavau,,Tonga,,,,1966,1967,1965,6,24,,,
Bob Hein,Bob,Hein,Cleveland,OH,USA,Louisville,KY,,1966,1967,1921,2,6,1999,3,17
Mel Hein,Mel,Hein,Redding,CA,USA,San Clemente ,CA,,1966,1967,1909,8,22,1992,1,31
Ken Heineman,Ken,Heineman,Yorktown,TX,USA,Rogers,AR,,1966,1967,1918,1,13,2012,7,10
Fritz Heinisch,Fritz,Heinisch,Racine,WI,USA,Mount Pleasant,WI,,1966,1967,1900,6,22,1983,12,22
Pete Heinlein,Pete,Heinlein,,,,,,,1966,1967,1893,5,2,1975,4,
Don Heinrich,Don,Heinrich,Chicago,IL,USA,Saratoga,CA,,1966,1967,1930,9,19,1992,2,29
Keith Heinrich,Keith,Heinrich,Houston,TX,USA,,,,1966,1967,1979,3,19,,,
Bob Heinz,Bob,Heinz,Milwaukee,WI,USA,,,,1966,1967,1947,7,25,,,
Eric Heitmann,Eric,Heitmann,Brookshire,TX,USA,,,,1966,1967,1980,2,24,,,
John Hekker,John,Hekker,,,,,,,2012,2013,1990,2,8,,,
George Hekkers,George,Hekkers,Milwaukee,WI,USA,Waukesha,WI,,2012,2013,1923,2,18,2008,2,6
Paul Held,Paul,Held,El Segundo,CA,USA,,,,1954,1955,1928,10,20,,,
Carl Heldt,Carl,Heldt,Evansville,IN,USA,Kerrville,TX,,1954,1955,1913,3,20,1983,7,20
Jack Heldt,Jack,Heldt,Calumet,MI,USA,Emmetsburg,IA,,1954,1955,1899,12,2,1975,10,25
Cooper Helfet,Cooper,Helfet,,,,,,,1954,1955,1989,6,2,,,
Ron Heller,Ron,Heller,Grass Valley,CA,USA,,,,1954,1955,1963,9,18,,,
Warren Heller,Warren,Heller,Pittsburgh,PA,USA,Oakmont,PA,,1954,1955,1910,11,24,1982,10,29
Will Heller,Will,Heller,Dunwoody,GA,USA,,,,1954,1955,1981,2,28,,,
Dale Hellestrae,Dale,Hellestrae,Phoenix,AZ,USA,,,,1954,1955,1962,7,11,,,
Jerry Helluin,Jerry,Helluin,Houma,LA,USA,,,,1954,1955,1929,8,8,,,
Jack Helms,Jack,Helms,,,,,,,1954,1955,,,,,,
Barry Helton,Barry,Helton,Colorado Springs,CO,USA,,,,1954,1955,1965,1,2,,,
Darius Helton,Darius,Helton,Charlotte,NC,USA,Charlotte,NC,,1954,1955,1954,10,2,2006,10,3
Roy Helu,Roy,Helu,,,,,,,1954,1955,1988,12,7,,,
Chuck Helvie,Chuck,Helvie,,IN,USA,Columbus,OH,,1954,1955,1891,10,8,1964,5,17
John Helwig,John,Helwig,Los Angeles,CA,USA,Pontiac,MI,,1954,1955,1927,12,5,1994,12,2
Junior Hemingway,Junior,Hemingway,,,,,,,2012,2013,1988,12,27,,,
Bill Hempel,Bill,Hempel,Lincoln,NE,USA,Fresno,CA,,2012,2013,1920,2,10,2001,1,19
Darryl Hemphill,Darryl,Hemphill,San Antonio,TX,USA,,,,2012,2013,1960,3,29,,,
Hessley Hempstead,Hessley,Hempstead,Upland,CA,USA,,,,2012,2013,1972,1,29,,,
Nate Hemsley,Nate,Hemsley,Willingboro,NJ,USA,,,,2012,2013,1974,5,15,,,
Andy Hendel,Andy,Hendel,Rochester,NY,USA,,,,1986,1986,1961,3,4,,,
Larry Hendershot,Larry,Hendershot,Indianapolis,IN,USA,,,,1986,1986,1944,1,15,,,
Devery Henderson,Devery,Henderson,Lafayette,LA,USA,,,,1986,1986,1982,3,26,,,
E.J. Henderson,E.J.,Henderson,Aberdeen,MD,USA,,,,1986,1986,1980,8,3,,,
Eric Henderson,Eric,Henderson,New Orleans,LA,USA,,,,1986,1986,1983,1,8,,,
Erin Henderson,Erin,Henderson,Averdeen,MD,USA,,,,1986,1986,1986,7,1,,,
Herb Henderson,Herb,Henderson,Oberlin,OH,USA,Odon,IN,,1986,1986,1899,6,21,1991,1,14
Jamie Henderson,Jamie,Henderson,Carrollton,GA,USA,,,,1986,1986,1979,1,1,,,
Jerome Henderson,Jerome,Henderson,Statesville,NC,USA,,,,1986,1986,1969,8,8,,,
John Henderson,John,Henderson,Dayton,OH,USA,,,,1986,1986,1943,3,21,,,
John Henderson,John,Henderson,Nashville,TN,USA,,,,1986,1986,1979,1,9,,,
John Henderson,John,Henderson,,,,,,,1986,1986,1988,2,10,,,
Jon Henderson,Jon,Henderson,Pittsburgh,PA,USA,,,,1986,1986,1944,12,17,,,
Keith Henderson,Keith,Henderson,Cartersville,GA,USA,,,,1986,1986,1966,8,4,,,
Mario Henderson,Mario,Henderson,Lehigh Acres,FL,USA,,,,1986,1986,1984,10,29,,,
Othello Henderson,Othello,Henderson,Oakland,CA,USA,,,,1986,1986,1972,8,23,,,
Reuben Henderson,Reuben,Henderson,Santa Monica,CA,USA,,,,1986,1986,1958,10,3,,,
Thomas Henderson,Thomas,Henderson,Austin,TX,USA,,,,1986,1986,1953,3,1,,,
Wilbur Henderson,Wilbur,Henderson,,,,,,,1986,1986,,,,,,
William Henderson,William,Henderson,Richmond,VA,USA,,,,1986,1986,1971,2,19,,,
Wyatt Henderson,Wyatt,Henderson,Bakersfield,CA,USA,,,,1986,1986,1956,11,10,,,
Wymon Henderson,Wymon,Henderson,North Miami Beach,FL,USA,,,,1986,1986,1961,12,15,,,
Zac Henderson,Zac,Henderson,Jena,LA,USA,,,,1986,1986,1955,10,14,,,
David Hendley,David,Hendley,,,,,,,1986,1986,1964,6,29,,,
Dick Hendley,Dick,Hendley,,,,,,,1986,1986,1926,8,6,2014,10,31
Jim Hendley,Jim,Hendley,Valdosta,GA,USA,,,,1986,1986,1964,10,25,,,
Bob Hendren,Bob,Hendren,Burlington Junction,MO,USA,,,,1986,1986,1923,8,10,1999,9,5
Jerry Hendren,Jerry,Hendren,Spokane,WA,USA,,,,1986,1986,1947,11,4,,,
Johnny Hendren,Johnny,Hendren,Philadelphia,PA,USA,Drexel Hill,PA,,1986,1986,1897,4,25,1964,6,3
Dutch Hendrian,Dutch,Hendrian,Detroit,MI,USA,Los Angeles,CA,,1986,1986,1896,1,19,1953,12,13
Dwayne Hendricks,Dwayne,Hendricks,,,,,,,1986,1986,1986,3,17,,,
Ted Hendricks,Ted,Hendricks,Guatemala City,,Guatemala,,,,1986,1986,1947,11,1,,,
Tommy Hendricks,Tommy,Hendricks,Houston,TX,USA,,,,1986,1986,1978,10,23,,,
Steve Hendrickson,Steve,Hendrickson,Richmond,CA,USA,,,,1986,1986,1966,8,30,,,
Dave Hendrix,Dave,Hendrix,Jesup,GA,USA,,,,1986,1986,1972,5,29,,,
Manny Hendrix,Manny,Hendrix,Phoenix,AZ,USA,,,,1986,1986,1964,10,20,,,
Tim Hendrix,Tim,Hendrix,De Soto,TX,USA,,,,1986,1986,1965,2,24,,,
John Hendy,John,Hendy,Guatemala City,,Guatemala,,,,1986,1986,1962,10,9,,,
Alex Henery,Alex,Henery,,,,,,,1986,1986,1987,8,18,,,
Brian Henesey,Brian,Henesey,Villanova,PA,USA,,,,1986,1986,1969,12,10,,,
Brad Henke,Brad,Henke,Columbus,NE,USA,,,,1986,1986,1966,4,10,,,
Ed Henke,Ed,Henke,Ontario,CA,USA,,,,1986,1986,1927,12,13,,,
Karl Henke,Karl,Henke,Ventura,CA,USA,,,,1986,1986,1945,3,8,,,
Carey Henley,Carey,Henley,West Point,MS,USA,,,,1986,1986,1936,9,24,2013,4,15
Darryl Henley,Darryl,Henley,Los Angeles,CA,USA,,,,1986,1986,1966,10,30,,,
June Henley,June,Henley,Columbus,OH,USA,,,,1986,1986,1975,9,4,,,
Thomas Henley,Thomas,Henley,Hillsboro,TX,USA,,,,1986,1986,1965,7,28,,,
Chad Henne,Chad,Henne,West Lawn,PA,USA,,,,1986,1986,1985,7,2,,,
Nick Hennessey,Nick,Hennessey,Salem,MA,USA,,,,1986,1986,1986,7,2,,,
Tom Hennessey,Tom,Hennessey,Boston,MA,USA,Brookline,MA,,1986,1986,1942,2,15,2012,7,22
Jerry Hennessy,Jerry,Hennessy,Los Angeles,CA,USA,,,,1986,1986,1926,2,22,2000,11,3
John Hennessy,John,Hennessy,Chicago,IL,USA,,,,1986,1986,1955,3,12,,,
Charley Hennigan,Charley,Hennigan,Bienville,LA,USA,,,,1986,1986,1935,3,19,,,
Mike Hennigan,Mike,Hennigan,Washington,IA,USA,,,,1986,1986,1951,10,24,,,
Dan Henning,Dan,Henning,Bronx,NY,USA,,,,1986,1986,1942,6,21,,,
Chad Hennings,Chad,Hennings,Elberon,IA,USA,,,,1986,1986,1965,10,20,,,
Ralph Henricus,Ralph,Henricus,Rochester,NY,USA,Alameda County,CA,,1986,1986,1896,6,2,1949,8,27
Anthony Henry,Anthony,Henry,Fort Myers,FL,USA,,,,1986,1986,1976,11,3,,,
Bernard Henry,Bernard,Henry,Los Angeles,CA,USA,,,,1986,1986,1960,4,9,,,
Charles Henry,Charles,Henry,St. Petersburg,FL,USA,,,,1986,1986,1964,4,18,,,
Chas Henry,Chas,Henry,,,,,,,1986,1986,1989,1,6,,,
Chris Henry,Chris,Henry,Belle Chasse,LA,USA,Charlotte,NC,,1986,1986,1983,5,17,2009,12,17
Fritz Henry,Fritz,Henry,Columbus,OH,USA,Columbus,OH,,1986,1986,1895,11,30,1974,1,23
John Henry Johnson,John,Henry,Waterproof,LA,USA,Tracy,CA,,1977,1977,1929,11,24,2011,6,3
John Henry Mills,John,Henry,Jacksonville,FL,USA,,,,1934,1934,1969,10,31,,,
Kevin Henry,Kevin,Henry,Mound Bayou,MS,USA,,,,1986,1986,1968,10,23,,,
Leonard Henry,Leonard,Henry,Clinton,NC,USA,,,,1986,1986,1978,1,5,,,
Maurice Henry,Maurice,Henry,Starkville,MS,USA,,,,1986,1986,1967,3,12,,,
Mike Henry,Mike,Henry,Los Angeles,CA,USA,,,,1986,1986,1936,8,15,,,
Pete Henry,Pete,Henry,Mansfield,OH,USA,Washington,PA,,1986,1986,1897,10,31,1952,2,7
Ricky Henry,Ricky,Henry,,,,,,,1986,1986,1987,7,27,,,
Steve Henry,Steve,Henry,Kansas City,KS,USA,,,,1986,1986,1957,3,5,,,
Tom Henry,Tom,Henry,,,,,,,1986,1986,,,,,,
Travis Henry,Travis,Henry,Frostproof,FL,USA,,,,1986,1986,1978,10,29,,,
Urban Henry,Urban,Henry,Berwick,LA,USA,,,,1986,1986,1935,6,7,1979,2,
Wally Henry,Wally,Henry,San Diego,CA,USA,,,,1986,1986,1954,10,30,,,
Wilbur Henry,Wilbur,Henry,Los Angeles,CA,USA,Los Angeles,CA,,1986,1986,1891,12,4,1947,11,9
Dick Hensley,Dick,Hensley,Williamson,WV,USA,,,,1986,1986,1927,9,8,2015,3,27
Champ Henson,Champ,Henson,Columbus,OH,USA,,,,1986,1986,1953,6,1,,,
Drew Henson,Drew,Henson,San Diego,CA,USA,,,,1986,1986,1980,2,13,,,
Gary Henson,Gary,Henson,Oklahoma City,OK,USA,,,,1986,1986,1940,9,8,2015,1,20
Ken Henson,Ken,Henson,San Angelo,TX,USA,Richland Hills,TX,,1986,1986,1943,4,11,2004,11,24
Luther Henson,Luther,Henson,Sandusky,OH,USA,,,,1986,1986,1959,3,25,,,
Robert Henson,Robert,Henson,Richmond,CA,USA,,,,1986,1986,1986,1,27,,,
Anthony Henton,Anthony,Henton,Bessemer,AL,USA,,,,1986,1986,1963,7,27,,,
Craig Hentrich,Craig,Hentrich,Alton,IL,USA,,,,1986,1986,1971,5,18,,,
Brandon Hepburn,Brandon,Hepburn,,,,,,,2013,2013,1989,12,6,,,
Lonnie Hepburn,Lonnie,Hepburn,Miami,FL,USA,,,,2013,2013,1949,5,12,,,
Kris Heppner,Kris,Heppner,Great Falls,MT,USA,,,,2013,2013,1977,1,18,,,
Arnie Herber,Arnie,Herber,Green Bay,WI,USA,Green Bay,WI,,1930,1945,1910,4,2,1969,10,14
Bill Herchman,Bill,Herchman,Vernon,TX,USA,,TX,,1930,1945,1933,3,10,2009,1,22
Joe Hergert,Joe,Hergert,Wilkes-Barre,PA,USA,,,,1930,1945,1936,6,7,2015,1,16
Matt Herkenhoff,Matt,Herkenhoff,Melrose,MN,USA,,,,1930,1945,1951,4,2,,,
Al Herline,Al,Herline,Monroe,LA,USA,,,,1930,1945,1964,9,16,,,
Brad Herman,Brad,Herman,,,,,,,1930,1945,1989,12,29,,,
Chuck Herman,Chuck,Herman,North Little Rock,AR,USA,,,,1930,1945,1958,10,7,,,
Dave Herman,Dave,Herman,Bryan,OH,USA,,,,1930,1945,1941,9,3,,,
Ed Herman,Ed,Herman,Philadelphia,PA,USA,Evanston,IL,,1930,1945,1902,1,22,1979,5,31
Eric Herman,Eric,Herman,,,,,,,1930,1945,1989,10,5,,,
Dick Hermann,Dick,Hermann,Marianna,FL,USA,,,,1930,1945,1942,7,11,,,
Johnny Hermann,Johnny,Hermann,San Fernando,CA,USA,,,,1930,1945,1933,10,17,,,
Terry Hermeling,Terry,Hermeling,Santa Maria,CA,USA,,,,1930,1945,1946,4,25,,,
Aaron Hernandez,Aaron,Hernandez,Bristol,CT,USA,,,,1930,1945,1989,11,6,,,
Joe Hernandez,Joe,Hernandez,Bakersfield,CA,USA,,,,1930,1945,1940,2,9,,,
Matt Hernandez,Matt,Hernandez,Detroit,MI,USA,,,,1930,1945,1961,10,16,,,
Scott Hernandez,Scott,Hernandez,Kenmore,NY,USA,,,,1930,1945,1959,10,17,,,
Don Herndon,Don,Herndon,,,,Lakeland,FL,,1930,1945,1936,6,4,2009,1,10
Jimmy Herndon,Jimmy,Herndon,Baytown,TX,USA,,,,1930,1945,1973,8,30,,,
Kelly Herndon,Kelly,Herndon,Bedford,OH,USA,,,,1930,1945,1976,11,3,,,
Steve Herndon,Steve,Herndon,La Grange,GA,USA,,,,1930,1945,1977,5,25,,,
Ken Herock,Ken,Herock,Munhall,PA,USA,,,,1930,1945,1941,7,16,,,
Fred Heron,Fred,Heron,Stockton,CA,USA,Stockton,CA,,1930,1945,1944,10,6,2010,12,28
Brian Herosian,Brian,Herosian,Worcester,MA,USA,,,,1930,1945,1950,9,14,,,
Todd Herremans,Todd,Herremans,Grand Rapids,MI,USA,,,,1930,1945,1982,10,13,,,
Anthony Herrera,Anthony,Herrera,,,,,,,1930,1945,1980,6,14,,,
Efren Herrera,Efren,Herrera,Guadalajara,,Mexico,,,,1930,1945,1951,7,30,,,
Hoot Herrin,Hoot,Herrin,,OK,USA,Visalia,CA,,1930,1945,1904,11,24,1984,4,6
George Herring,George,Herring,Gadsden,AL,USA,,,,1930,1945,1934,6,18,1994,11,8
