name,first_name,last_name,birth_city,birth_state,birth_country,death_city,death_state,death_country,year_start,year_end,birth_year,birth_month,birth_day,death_year,death_month,death_day
Hal Herring,Hal,Herring,Lanett,AL,USA,,,,1930,1945,1924,2,24,2014,2,9
Kim Herring,Kim,Herring,Detroit,MI,USA,,,,1930,1945,1975,9,10,,,
Will Herring,Will,Herring,Opelika,AL,USA,,,,1930,1945,1983,8,28,,,
Don Herrmann,Don,Herrmann,Newark,NJ,USA,,,,1930,1945,1947,6,5,,,
Mark Herrmann,Mark,Herrmann,Cincinnati,OH,USA,,,,1930,1945,1959,1,8,,,
Jeff Herrod,Jeff,Herrod,Birmingham,AL,USA,,,,1930,1945,1966,7,29,,,
Anthony Herron,Anthony,Herron,Bollingbrook,IL,USA,,,,1930,1945,1979,9,24,,,
Bruce Herron,Bruce,Herron,Victoria,TX,USA,,,,1930,1945,1954,4,14,,,
Dan Herron,Dan,Herron,,,,,,,1930,1945,1989,3,21,,,
David Herron,David,Herron,Warren,OH,USA,,,,1930,1945,1984,6,17,,,
Mack Herron,Mack,Herron,Biloxi,MS,USA,,,,1930,1945,1948,7,24,2015,12,6
Noah Herron,Noah,Herron,Mattawan,MI,USA,,,,1930,1945,1982,4,3,,,
Pat Herron,Pat,Herron,New Kensington,PA,USA,Monongahela,PA,,1930,1945,1894,8,12,1967,12,21
Kirk Hershey,Kirk,Hershey,Philadelphia,PA,USA,North Palm Beach,FL,,1930,1945,1918,7,7,1979,1,23
Rob Hertel,Rob,Hertel,Montebello,CA,USA,,,,1930,1945,1955,2,21,,,
Craig Hertwig,Craig,Hertwig,Columbus,GA,USA,Athens,GA,,1930,1945,1952,1,15,2012,5,30
Frank Hertz,Frank,Hertz,Marinette County,WI,USA,Kaukauna,WI,,1930,1945,1902,11,6,1963,7,20
Mark Herzlich,Mark,Herzlich,,,,,,,1930,1945,1987,9,1,,,
Wally Hess,Wally,Hess,Hammond,IN,USA,,,,1920,1925,1894,10,28,1963,8,
Jon Hesse,Jon,Hesse,Lincoln,NE,USA,,,,1920,1925,1973,6,6,,,
Devin Hester,Devin,Hester,Riviera Beach,FL,USA,,,,1920,1925,1982,11,4,,,
Jacob Hester,Jacob,Hester,Shreveport,LA,USA,,,,1920,1925,1985,5,8,,,
Jessie Hester,Jessie,Hester,Belle Glade,FL,USA,,,,1920,1925,1963,1,21,,,
Jimmy Hester,Jimmy,Hester,Rock Island,IL,USA,Davenport ,IA,,1920,1925,1944,12,13,2002,11,14
Ray Hester,Ray,Hester,New Orleans,LA,USA,Metairie,LA,,1920,1925,1949,3,31,1977,5,14
Ron Hester,Ron,Hester,Atlanta,GA,USA,,,,1920,1925,1959,5,26,,,
Chris Hetherington,Chris,Hetherington,North Branford,CT,USA,,,,1996,2006,1972,11,27,,,
Dave Hettema,Dave,Hettema,Pasadena,CA,USA,,,,1996,2006,1942,11,7,,,
Bill Hewitt,Bill,Hewitt,Bay City,MI,USA,Sellersville,PA,,1932,1943,1909,10,8,1947,1,14
Chris Hewitt,Chris,Hewitt,Kingston,,Jamaica,,,,1932,1943,1974,7,22,,,
Bob Hewko,Bob,Hewko,Abington,PA,USA,,,,1932,1943,1960,6,8,,,
Bob Hews,Bob,Hews,Portland,ME,USA,,,,1932,1943,1947,12,30,,,
Stephon Heyer,Stephon,Heyer,Lawrenceville,GA,USA,,,,2007,2011,1984,1,16,,,
Cameron Heyward,Cameron,Heyward,,,,,,,2007,2011,1989,5,6,,,
Craig Heyward,Craig,Heyward,Passaic,NJ,USA,Atlanta,GA,,2007,2011,1966,9,26,2006,5,27
Darrius Heyward-Bey,Darrius,Heyward-Bey,Silver Spring,MD,USA,,,,2007,2011,1987,2,26,,,
Ralph Heywood,Ralph,Heywood,Los Angeles,CA,USA,Bandera,TX,,2007,2011,1921,9,11,2007,4,10
Jesse Hibbs,Jesse,Hibbs,Normal,IL,USA,Ojai,CA,,1931,1931,1906,1,11,1985,2,4
Mike Hibler,Mike,Hibler,Mountain View,CA,USA,,,,1931,1931,1946,1,29,,,
Gene Hickerson,Gene,Hickerson,Trenton,TN,USA,Olmsted Falls,OH,,1958,1973,1935,2,15,2008,10,20
Bo Hickey,Bo,Hickey,Stamford,CT,USA,,,,1958,1973,1945,10,7,,,
Red Hickey,Red,Hickey,Clarksville,AR,USA,Santa Cruz,CA,,1958,1973,1917,2,14,2006,3,30
Ray Hickl,Ray,Hickl,El Maton,TX,USA,,,,1958,1973,1946,12,24,,,
Dallas Hickman,Dallas,Hickman,Martinez,CA,USA,,,,1958,1973,1952,2,16,,,
Donnie Hickman,Donnie,Hickman,Flagstaff,AZ,USA,,,,1958,1973,1955,6,11,,,
Herman Hickman,Herman,Hickman,Johnson City,TN,USA,Washington,DC,,1958,1973,1911,10,1,1958,4,25
Justin Hickman,Justin,Hickman,,,,,,,1958,1973,1985,7,20,,,
Kevin Hickman,Kevin,Hickman,Cherry Hill,NJ,USA,,,,1958,1973,1971,8,20,,,
Larry Hickman,Larry,Hickman,Spring Hill,TX,USA,,,,1958,1973,1935,10,9,,,
Akiem Hicks,Akiem,Hicks,,,,,,,1958,1973,1989,11,16,,,
Artis Hicks,Artis,Hicks,Jackson,TN,USA,,,,1958,1973,1978,11,28,,,
Brandon Hicks,Brandon,Hicks,Shields,IL,USA,,,,1958,1973,1977,11,17,,,
Bryan Hicks,Bryan,Hicks,Lake Charles,LA,USA,,,,1958,1973,1957,1,24,,,
Cliff Hicks,Cliff,Hicks,San Diego,CA,USA,,,,1958,1973,1964,8,18,,,
Dwight Hicks,Dwight,Hicks,Mount Holly,NJ,USA,,,,1958,1973,1956,4,5,,,
Dwone Hicks,Dwone,Hicks,Huntsville,AL,USA,,,,1958,1973,1981,4,25,,,
Eddie Hicks,Eddie,Hicks,Henderson,NC,USA,,,,1958,1973,1955,7,26,,,
Eric Hicks,Eric,Hicks,Erie,PA,USA,,,,1958,1973,1976,6,17,,,
Hayworth Hicks,Hayworth,Hicks,,,,,,,1958,1973,1988,10,3,,,
Ivan Hicks,Ivan,Hicks,Camden,NJ,USA,,,,1958,1973,1963,6,30,,,
John Hicks,John,Hicks,Cleveland,OH,USA,,,,1958,1973,1951,3,21,,,
Kerry Hicks,Kerry,Hicks,Bountiful,UT,USA,,,,1958,1973,1972,12,29,,,
LaMarcus Hicks,LaMarcus,Hicks,Clarksdale,MS,USA,,,,1958,1973,1983,4,15,,,
Mark Hicks,Mark,Hicks,Los Angeles,CA,USA,,,,1958,1973,1960,11,7,,,
Maurice Hicks,Maurice,Hicks,Emporia,VA,USA,,,,1958,1973,1978,7,22,,,
Max Hicks,Max,Hicks,,,,,,,1958,1973,1894,7,1,1944,11,12
Michael Hicks,Michael,Hicks,Barnesville,GA,USA,,,,1958,1973,1973,2,1,,,
R.W. Hicks,R.W.,Hicks,Cleveland,OH,USA,,,,1958,1973,1951,1,4,,,
Robert Hicks,Robert,Hicks,Atlanta,GA,USA,,,,1958,1973,1974,11,17,,,
Skip Hicks,Skip,Hicks,Corsicana,TX,USA,,,,1958,1973,1974,10,13,,,
Sylvester Hicks,Sylvester,Hicks,Jackson,TN,USA,,,,1958,1973,1955,4,2,,,
Tom Hicks,Tom,Hicks,Chicago,IL,USA,,,,1958,1973,1952,12,18,,,
Victor Hicks,Victor,Hicks,Lubbock,TX,USA,,,,1958,1973,1957,1,19,,,
W.K. Hicks,W.K.,Hicks,Texarkana,AR,USA,,,,1958,1973,1942,7,14,,,
Ed Hiemstra,Ed,Hiemstra,Columbus,MT,USA,Bozeman,MT,,1942,1942,1920,3,8,2012,8,28
Alex Higdon,Alex,Higdon,Cincinnati,OH,USA,,,,1988,1988,1966,9,9,,,
Austin Higgins,Austin,Higgins,Louisville,KY,USA,Louisville,KY,,1988,1988,1897,11,29,1976,3,3
Bob Higgins,Bob,Higgins,Corning,NY,USA,State College,PA,,1988,1988,1893,12,24,1969,6,6
Jim Higgins,Jim,Higgins,Cincinnati,OH,USA, , ,,1988,1988,1942,1,20,2008,9,28
Jim Higgins,Jim,Higgins,Maypearl,TX,USA,Beaumont,TX,,1988,1988,1920,1,10,1991,6,6
Luke Higgins,Luke,Higgins,Edgewater,NJ,USA,Largo,FL,,1988,1988,1921,5,3,1991,10,11
Michael Higgins,Michael,Higgins,,,,,,,1988,1988,1987,12,7,,,
Tom Higgins,Tom,Higgins,Newark,NJ,USA,,,,1988,1988,1930,2,26,2013,9,16
Tom Higgins,Tom,Higgins,Newark,NJ,USA,,,,1988,1988,1954,7,13,,,
Mark Higgs,Mark,Higgs,Chicago,IL,USA,,,,1988,1988,1966,4,11,,,
Lenny High,Lenny,High,,,,Los Angeles County,CA,,1988,1988,1895,2,17,1975,11,16
Ali Highsmith,Ali,Highsmith,Miami,FL,USA,,,,1988,1988,1985,1,20,,,
Alonzo Highsmith,Alonzo,Highsmith,Bartow,FL,USA,,,,1988,1988,1965,2,26,,,
Buzz Highsmith,Buzz,Highsmith,Tampa,FL,USA,,,,1988,1988,1943,8,27,,,
Don Highsmith,Don,Highsmith,New Brunswick,NJ,USA,,,,1988,1988,1948,3,12,,,
Ben Hightower,Ben,Hightower,Beaumont,TX,USA,Austin,TX,,1988,1988,1918,12,5,2003,1,1
Dont'a Hightower,Dont'a,Hightower,,,,,,,1988,1988,1990,3,12,,,
Tim Hightower,Tim,Hightower,Alexandria,VA,USA,,,,1988,1988,1986,5,23,,,
Jon Hilbert,Jon,Hilbert,West Palm Beach,FL,USA,,,,2001,2002,1975,7,15,,,
Van Hiles,Van,Hiles,Baton Rouge,LA,USA,,,,2001,2002,1975,11,1,,,
Jay Hilgenberg,Jay,Hilgenberg,Iowa City,IA,USA,,,,2001,2002,1959,3,21,,,
Joel Hilgenberg,Joel,Hilgenberg,Iowa City,IA,USA,,,,2001,2002,1962,7,10,,,
Wally Hilgenberg,Wally,Hilgenberg,Marshalltown,IA,USA,Lakeville,MN,,2001,2002,1942,9,19,2008,9,23
Rusty Hilger,Rusty,Hilger,Oklahoma City,OK,USA,,,,2001,2002,1962,5,9,,,
Anthony Hill,Anthony,Hill,Friendswood,TX,USA,,,,2001,2002,1985,1,2,,,
Barry Hill,Barry,Hill,Eglin AFB,FL,USA,,,,2001,2002,1953,1,26,2010,12,29
Bill Hill,Bill,Hill,Neptune,NJ,USA,,,,2001,2002,1959,4,21,,,
Bob Hill,Bob,Hill,,,,,,,2001,2002,,,,,,
Bruce Hill,Bruce,Hill,Fort Dix,NJ,USA,,,,2001,2002,1964,2,29,,,
Calvin Hill,Calvin,Hill,Baltimore,MD,USA,,,,2001,2002,1947,1,2,,,
Charles Hill,Charles,Hill,Palmer Park,MD,USA,,,,2001,2002,1980,11,1,,,
Charley Hill,Charley,Hill,,,,El Dorado County,CA,,2001,2002,,,,1987,3,30
Chuck Hill,Chuck,Hill,,,,,,,2001,2002,1904,5,26,1987,1,
Cowboy Hill,Cowboy,Hill,Pittsburg,OK,USA,Norman,OK,,2001,2002,1899,3,30,1966,2,3
Darius Hill,Darius,Hill,St. Charles,MO,USA,,,,2001,2002,1985,8,26,,,
Darrell Hill,Darrell,Hill,Chicago,IL,USA,,,,2001,2002,1979,6,19,,,
Dave Hill,Dave,Hill,Lanett,AL,USA,,,,2001,2002,1941,2,1,,,
David Hill,David,Hill,San Antonio,TX,USA,,,,2001,2002,1954,1,1,,,
Derek Hill,Derek,Hill,Detroit,MI,USA,,,,2001,2002,1967,11,4,,,
Don Hill,Don,Hill,Hiawatha,KS,USA,Glendale,CA,,2001,2002,1904,9,18,1967,2,9
Drew Hill,Drew,Hill,Newman,GA,USA,Atlanta,GA,,2001,2002,1956,10,5,2011,3,19
Eddie Hill,Eddie,Hill,Nashville,TN,USA,,,,2001,2002,1957,5,13,,,
Eric Hill,Eric,Hill,Blytheville,AR,USA,,,,2001,2002,1966,11,14,,,
Fred Hill,Fred,Hill,Los Angeles,CA,USA,,,,2001,2002,1943,8,13,,,
Gary Hill,Gary,Hill,,,,,,,2001,2002,1943,6,29,,,
Greg Hill,Greg,Hill,Dallas,TX,USA,,,,2001,2002,1972,2,23,,,
Greg Hill,Greg,Hill,Orange,TX,USA,,,,2001,2002,1961,2,12,,,
Harlon Hill,Harlon,Hill,Killen,AL,USA,Florence,AL,,2001,2002,1932,5,4,2013,3,21
Harold Hill,Harold,Hill,Gadsden,AL,USA,Bessemer,AL,,2001,2002,1914,12,8,2003,3,26
Ike Hill,Ike,Hill,Winston-Salem,NC,USA,,,,2001,2002,1947,4,15,,,
Irv Hill,Irv,Hill,Fort Worth,TX,USA,Dallas,TX,,2001,2002,1908,12,8,1978,11,7
J.D. Hill,J.D.,Hill,Stockton,CA,USA,,,,2001,2002,1948,10,30,,,
Jack Hill,Jack,Hill,Ogden,UT,USA,Kaysville,UT,,2001,2002,1932,10,17,2005,9,26
James Hill,James,Hill,Dallas,TX,USA,,,,2001,2002,1974,10,25,,,
Jason Hill,Jason,Hill,San Francisco,CA,USA,,,,2001,2002,1985,2,20,,,
Jeff Hill,Jeff,Hill,Mount Healthy,OH,USA,,,,2001,2002,1972,9,24,,,
Jerry Hill,Jerry,Hill,Torrington,WY,USA,,,,2001,2002,1939,10,12,,,
Jim Hill,Jim,Hill,Knoxville,TN,USA,Maryville,TN,,2001,2002,1929,7,21,2003,5,5
Jim Hill,Jim,Hill,San Antonio,TX,USA,,,,2001,2002,1946,10,21,,,
Jimmy Hill,Jimmy,Hill,Dallas,TX,USA,,,,2001,2002,1928,6,27,2006,8,29
John Hill,John,Hill,East Orange,NJ,USA,,,,2001,2002,1950,4,16,,,
Jordan Hill,Jordan,Hill,,,,,,,2001,2002,1991,2,8,,,
Josh Hill,Josh,Hill,,,,,,,2001,2002,1990,5,21,,,
Kahlil Hill,Kahlil,Hill,Iowa City,IA,USA,,,,2001,2002,1979,3,18,,,
Kenny Hill,Kenny,Hill,Oak Grove,LA,USA,,,,2001,2002,1958,7,25,,,
Kent Hill,Kent,Hill,Americus,GA,USA,,,,2001,2002,1957,3,7,,,
Kid Hill,Kid,Hill,Washington,DC,USA,Puerto Vallarta,Mexico,,2001,2002,1904,5,6,1973,12,3
King Hill,King,Hill,Hamilton,TX,USA,Spring,TX,,2001,2002,1936,11,8,2012,7,14
LeRoy Hill,LeRoy,Hill,Haddock,GA,USA,,,,2001,2002,1982,9,14,,,
Lonzell Hill,Lonzell,Hill,Stockton,CA,USA,,,,2001,2002,1965,9,25,,,
Madre Hill,Madre,Hill,Fort Bragg,NC,USA,,,,2001,2002,1976,1,2,,,
Marquise Hill,Marquise,Hill,New Orleans,LA,USA,Lake Ponchartrain,LA,,2001,2002,1982,8,7,2007,5,28
Matt Hill,Matt,Hill,Grangeville,ID,USA,,,,2001,2002,1978,11,10,,,
Michael Hill,Michael,Hill,,,,,,,2001,2002,1989,5,14,,,
Nate Hill,Nate,Hill,La Grange,GA,USA,Jackson,MS,,2001,2002,1966,2,21,2007,9,20
Raion Hill,Raion,Hill,Marrero,LA,USA,,,,2001,2002,1976,9,2,,,
Ralph Hill,Ralph,Hill,Chicago,IL,USA,,,,2001,2002,1949,11,10,,,
Randal Hill,Randal,Hill,Miami,FL,USA,,,,2001,2002,1969,9,21,,,
Ray Hill,Ray,Hill,Detroit,MI,USA,,,,2001,2002,1975,8,7,2015,8,6
Renaldo Hill,Renaldo,Hill,Detroit,MI,USA,,,,2001,2002,1978,11,12,,,
Reynaldo Hill,Reynaldo,Hill,Pahokee,FL,USA,,,,2001,2002,1982,8,28,,,
Rod Hill,Rod,Hill,Detroit,MI,USA,,,,2001,2002,1959,3,14,,,
Sean Hill,Sean,Hill,Dowagiac,MI,USA,,,,2001,2002,1971,8,14,,,
Shaun Hill,Shaun,Hill,Parsons,KS,USA,,,,2001,2002,1980,1,9,,,
Stephen Hill,Stephen,Hill,,,,,,,2001,2002,1991,4,25,,,
Tony Hill,Tony,Hill,San Diego,CA,USA,,,,2001,2002,1956,6,23,,,
Travis Hill,Travis,Hill,Texas City,TX,USA,,,,2001,2002,1969,10,3,,,
Tye Hill,Tye,Hill,St. George,SC,USA,,,,2001,2002,1982,6,3,,,
Will Hill,Will,Hill,Vero Beach,FL,USA,,,,2001,2002,1963,3,5,,,
Will Hill,Will,Hill,,,,,,,2001,2002,1990,3,7,,,
Winston Hill,Winston,Hill,Seguin,TX,USA,,,,2001,2002,1941,10,23,2016,4,26
Ira Hillary,Ira,Hillary,Edgefield,SC,USA,,,,2001,2002,1962,11,13,,,
Jerry Hillebrand,Jerry,Hillebrand,Davenport,IA,USA,,,,2001,2002,1940,3,28,,,
Billy Hillenbrand,Billy,Hillenbrand,Armstrong,IN,USA,Indianapolis,IN,,2001,2002,1922,3,29,1994,7,17
Hunter Hillenmeyer,Hunter,Hillenmeyer,Nashville,TN,USA,,,,2001,2002,1980,10,28,,,
Andy Hillhouse,Andy,Hillhouse,Willimantic,CT,USA,Boynton Beach,FL,,2001,2002,1896,9,15,1979,3,6
Corey Hilliard,Corey,Hilliard,New Orleans,LA,USA,,,,2001,2002,1985,4,26,,,
Dalton Hilliard,Dalton,Hilliard,Patterson,LA,USA,,,,2001,2002,1964,1,21,,,
Ike Hilliard,Ike,Hilliard,Patterson,LA,USA,,,,2001,2002,1976,4,5,,,
Jason Hilliard,Jason,Hilliard,Jeffersonville,IN,USA,,,,2001,2002,1981,6,29,,,
John Hilliard,John,Hilliard,Coushatta,LA,USA,,,,2001,2002,1976,4,16,,,
Lex Hilliard,Lex,Hilliard,,,,,,,2001,2002,1984,7,30,,,
Randy Hilliard,Randy,Hilliard,New Orleans,LA,USA,,,,2001,2002,1967,2,6,,,
Peyton Hillis,Peyton,Hillis,Conway,AR,USA,,,,2001,2002,1986,1,21,,,
Bill Hillman,Bill,Hillman,Erie,PA,USA,,,,2001,2002,1921,11,11,1950,6,13
Ronnie Hillman,Ronnie,Hillman,,,,,,,2001,2002,1991,11,14,,,
Keno Hills,Keno,Hills,Tampa,FL,USA,,,,2001,2002,1973,6,13,,,
Tony Hills,Tony,Hills,Dallas,TX,USA,,,,2001,2002,1984,11,4,,,
Hal Hilpert,Hal,Hilpert,,,,,,,2001,2002,,,,,,
Carl Hilton,Carl,Hilton,Galveston,TX,USA,,,,2001,2002,1964,2,8,,,
John Hilton,John,Hilton,Albany,NY,USA,,,,2001,2002,1942,3,12,,,
Roy Hilton,Roy,Hilton,Georgetown,MS,USA,,,,2001,2002,1943,3,23,,,
Scott Hilton,Scott,Hilton,Harrisburg,PA,USA,,,,2001,2002,1954,5,28,,,
T.Y. Hilton,T.Y.,Hilton,,,,,,,2001,2002,1989,11,14,,,
Zachary Hilton,Zachary,Hilton,Washington,DC,USA,,,,2001,2002,1980,7,2,,,
Dick Himes,Dick,Himes,Canton,OH,USA,,,,1968,1977,1946,5,25,,,
Curly Hinchman,Curly,Hinchman,,IL,USA,Anderson,IN,,1933,1934,1907,11,12,1968,1,9
Stan Hindman,Stan,Hindman,Houlton,ME,USA,,,,1933,1934,1944,3,1,,,
Andre Hines,Andre,Hines,Oakland,CA,USA,,,,1933,1934,1958,2,28,,,
Jermale Hines,Jermale,Hines,,,,,,,1933,1934,1987,11,11,,,
Jimmy Hines,Jimmy,Hines,Dumas,AR,USA,,,,1933,1934,1946,9,10,,,
Bryan Hinkle,Bryan,Hinkle,Long Beach,CA,USA,,,,1933,1934,1959,6,4,,,
Clarke Hinkle,Clarke,Hinkle,Toronto,OH,USA,Steubenville,OH,,1933,1934,1909,4,10,1988,11,9
George Hinkle,George,Hinkle,St. Louis,MO,USA,,,,1933,1934,1965,3,17,,,
Jack Hinkle,Jack,Hinkle,Milton,PA,USA,Norristown,PA,,1933,1934,1917,10,31,2006,11,16
Mike Hinnant,Mike,Hinnant,Washington,DC,USA,,,,1933,1934,1966,9,8,,,
Hal Hinte,Hal,Hinte,Pittsburgh,PA,USA,Jacksonville,FL,,1933,1934,1920,1,25,1996,2,3
Chris Hinton,Chris,Hinton,Chicago,IL,USA,,,,1933,1934,1961,7,31,,,
Chuck Hinton,Chuck,Hinton,Raleigh,NC,USA,Raleigh,NC,,1933,1934,1939,8,11,1999,1,30
Eddie Hinton,Eddie,Hinton,Lawton,OK,USA,,,,1933,1934,1947,6,26,,,
Grassy Hinton,Grassy,Hinton,,TX,USA,Halmahera Island,Indonesia,,1933,1934,1907,6,30,1944,12,10
Marcus Hinton,Marcus,Hinton,Wiggins,MS,USA,,,,1933,1934,1971,12,27,,,
Mike Hintz,Mike,Hintz,Eau Claire,WI,USA,,,,1933,1934,1965,8,8,,,
Sam Hipa,Sam,Hipa,Mapulhu,HI,USA, , ,,1927,1928,1900,10,12,1961,10,17
I.M. Hipp,I.M.,Hipp,Chapin,SC,USA,,,,1927,1928,1956,2,15,,,
Eric Hipple,Eric,Hipple,Lubbock,TX,USA,,,,1927,1928,1957,9,16,,,
Claude Hipps,Claude,Hipps,Hazlehurst,GA,USA,,,,1927,1928,1927,4,21,,,
Doug Hire,Doug,Hire,,,,,,,1987,1987,1965,4,22,,,
Buckets Hirsch,Buckets,Hirsch,Clarence,NY,USA,Irving,NY,,1987,1987,1921,3,26,2000,1,28
Elroy Hirsch,Elroy,Hirsch,Wausau,WI,USA,Madison,WI,,1987,1987,1923,6,17,2004,1,28
Steve Hirsch,Steve,Hirsch,Pontiac,MI,USA,,,,1987,1987,1962,5,18,,,
Bill Hitchcock,Bill,Hitchcock,Kirkland,,Canada,,,,1991,1994,1965,8,26,,,
Jimmy Hitchcock,Jimmy,Hitchcock,Concord,NC,USA,,,,1991,1994,1970,11,9,,,
Ray Hitchcock,Ray,Hitchcock,St. Paul,MN,USA,,,,1991,1994,1965,6,20,,,
Joel Hitt,Joel,Hitt,Clinton,MS,USA,Mobile,AL,,1991,1994,1916,12,30,2003,6,2
Billy Hix,Billy,Hix,Batesville,AR,USA,,,,1950,1950,1929,1,18,1974,9,24
Kyle Hix,Kyle,Hix,,,,,,,1950,1950,1988,9,23,,,
Domenik Hixon,Domenik,Hixon,Neukirchen,,Germany,,,,1950,1950,1984,10,8,,,
Nick Hixson,Nick,Hixson,,,,,,,1950,1950,1989,1,15,,,
Terry Hoage,Terry,Hoage,Ames,IA,USA,,,,1984,1996,1962,4,11,,,
Fred Hoaglin,Fred,Hoaglin,Alliance,OH,USA,,,,1984,1996,1944,1,28,,,
Joe Hoague,Joe,Hoague,Brookline,MA,USA,Lakeville ,MA,,1984,1996,1918,2,8,1991,1,4
Dick Hoak,Dick,Hoak,Jeannette,PA,USA,,,,1984,1996,1939,12,8,,,
Leroy Hoard,Leroy,Hoard,New Orleans,LA,USA,,,,1984,1996,1968,5,15,,,
Mike Hoban,Mike,Hoban,Chicago,IL,USA,,,,1974,1974,1952,1,19,,,
Jim Hobbins,Jim,Hobbins,Green Bay,WI,USA,,,,1974,1974,1964,6,4,,,
Bill Hobbs,Bill,Hobbs,Mount Pleasant,TX,USA,San Antonio,TX,,1974,1974,1946,9,18,2004,8,21
Daryl Hobbs,Daryl,Hobbs,Victoria,TX,USA,,,,1974,1974,1968,5,23,,,
Ellis Hobbs,Ellis,Hobbs,Niagara Falls,NY,USA,,,,1974,1974,1983,5,16,,,
Homer Hobbs,Homer,Hobbs,Lexington,SC,USA,Austell,GA,,1974,1974,1923,2,13,1997,1,5
Kevin Hobbs,Kevin,Hobbs,Tampa,FL,USA,,,,1974,1974,1983,4,30,,,
Stephen Hobbs,Stephen,Hobbs,Mendenhall,MS,USA,,,,1974,1974,1965,11,14,,,
Marion Hobby,Marion,Hobby,Birmingham,AL,USA,,,,1974,1974,1966,11,7,,,
Nate Hobgood-Chittick,Nate,Hobgood-Chittick,New Haven,CT,USA,,,,1974,1974,1974,11,30,,,
Liffort Hobley,Liffort,Hobley,Shreveport,LA,USA,,,,1974,1974,1962,5,12,,,
Fred Hobscheid,Fred,Hobscheid,Chicago,IL,USA,Cook County,IL,,1974,1974,1904,4,20,1967,4,13
Ben Hobson,Ben,Hobson,Kansas City,KS,USA,Leawood,KS,,1974,1974,1902,7,25,1975,7,5
Victor Hobson,Victor,Hobson,Mount Laurel,NJ,USA,,,,1974,1974,1980,2,3,,,
Russ Hochstein,Russ,Hochstein,Hartington,NE,USA,,,,2002,2012,1977,10,7,,,
John Hock,John,Hock,Pittsburgh,PA,USA,Ridgewood,NJ,,2002,2012,1927,3,7,2000,12,9
Merwin Hodel,Merwin,Hodel,Rockford,IL,USA,,,,1953,1953,1931,5,27,1988,6,15
Nathan Hodel,Nathan,Hodel,Maryville,IL,USA,,,,1953,1953,1977,11,12,,,
Drew Hodgdon,Drew,Hodgdon,Palo Alto,CA,USA,,,,1953,1953,1981,11,15,,,
Abdul Hodge,Abdul,Hodge,St. Thomas,,Virgin Islands,,,,1953,1953,1982,9,9,,,
Damon Hodge,Damon,Hodge,Thomaston,AL,USA,,,,1953,1953,1977,2,16,,,
Floyd Hodge,Floyd,Hodge,Compton,CA,USA,,,,1953,1953,1959,7,18,,,
Milford Hodge,Milford,Hodge,Los Angeles,CA,USA,,,,1953,1953,1961,3,11,,,
Sedrick Hodge,Sedrick,Hodge,Fayetteville,GA,USA,,,,1953,1953,1978,9,13,,,
Eric Hodges,Eric,Hodges,Philadelphia,PA,USA,,,,1953,1953,1964,6,3,,,
Gerald Hodges,Gerald,Hodges,,,,,,,1953,1953,1991,1,17,,,
Herman Hodges,Herman,Hodges,Ozark,AL,USA, , ,,1953,1953,1914,11,22,2000,4,6
Reggie Hodges,Reggie,Hodges,Champaign,IL,USA,,,,1953,1953,1982,1,26,,,
James Hodgins,James,Hodgins,San Jose,CA,USA,,,,1953,1953,1977,4,30,,,
Norm Hodgins,Norm,Hodgins,New Orleans,LA,USA,,,,1953,1953,1952,3,1,,,
Pat Hodgson,Pat,Hodgson,Columbus,GA,USA,,,,1953,1953,1944,1,30,,,
Tom Hodson,Tom,Hodson,Mathews,LA,USA,,,,1953,1953,1967,1,28,,,
Bob Hoel,Bob,Hoel,Alden,MN,USA,Glenview,IL,,1935,1938,1913,6,5,2001,12,14
David Hoelscher,David,Hoelscher,Coldwater,OH,USA,,,,1935,1938,1975,11,27,,,
Dick Hoerner,Dick,Hoerner,Dubuque,IA,USA,Fullerton,CA,,1935,1938,1922,7,25,2010,12,11
Bob Hoernschemeyer,Bob,Hoernschemeyer,Cincinnati,OH,USA,Detroit,MI,,1935,1938,1925,9,24,1980,6,17
Jon Hoese,Jon,Hoese,,,,,,,1935,1938,1989,7,4,,,
George Hoey,George,Hoey,Gaffney,SC,USA,,,,1935,1938,1946,11,14,,,
Paul Hofer,Paul,Hofer,Memphis,TN,USA,,,,1976,1981,1952,5,13,,,
Bill Hoffman,Bill,Hoffman,Raubsville,PA,USA,Allentown,PA,,1976,1981,1902,3,31,1994,6,6
Bob Hoffman,Bob,Hoffman,Star City,WV,USA,Bakersfield,CA,,1976,1981,1917,12,13,2005,4,13
Dalton Hoffman,Dalton,Hoffman,Ballinger,TX,USA,,,,1976,1981,1941,12,23,,,
Gary Hoffman,Gary,Hoffman,Sacramento,CA,USA,,,,1976,1981,1961,9,28,,,
Jack Hoffman,Jack,Hoffman,Cincinnati,OH,USA,Cincinnati,OH,,1976,1981,1930,3,11,2001,12,13
Jake Hoffman,Jake,Hoffman,Syracuse,NY,USA,Jordan ,NY,,1976,1981,1895,7,21,1977,2,11
Jesse Hoffman,Jesse,Hoffman,,,,,,,1976,1981,1988,1,18,,,
John Hoffman,John,Hoffman,Little Rock,AR,USA,Little Rock,AR,,1976,1981,1925,12,8,1987,4,15
John Hoffman,John,Hoffman,Santa Monica,CA,USA,,,,1976,1981,1943,8,2,,,
Dave Hoffmann,Dave,Hoffmann,San Luis Obispo,CA,USA,,,,1976,1981,1970,7,24,,,
Brandon Hogan,Brandon,Hogan,,,,,,,2011,2011,1988,4,1,,,
