name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
John Lilley,Wakefield,Massachusetts,US,,,,1972,8,3,,,
John MacLean,Oshawa,Ontario,CA,,,,1964,11,20,,,
John MacMillan,Lethbridge,Alberta,CA,,,CA,1935,10,25,,,
John Madden,Toronto,Ontario,CA,,,,1973,5,4,,,
John Mariucci,Eveleth,Minnesota,US,,,CA,1916,5,8,1987,3,23
John Markell,Cornwall,Ontario,CA,,,,1956,3,10,,,
John Marks,Hamiota,Manitoba,CA,,,,1948,3,22,,,
John McCahill,Sarnia,Ontario,CA,,,,1955,2,12,,,
John McCormack,Edmonton,Alberta,CA,,,,1925,8,2,,,
John McCreedy,Winnipeg,Manitoba,CA,Toronto,Ontario,CA,1917,3,23,1979,12,7
John McDonald,Swan River,Manitoba,CA,,,CA,1921,11,24,1990,3,13
John McIntyre,London,Ontario,CA,,,,1969,4,29,,,
John McKenzie,High River,Alberta,CA,,,,1937,12,12,,,
John McLellan,South Porcupine,Ontario,CA,Agincourt,Toronto,CA,1928,8,6,1979,10,27
John Michaluk,Canmore,Alberta,CA,Calgary,Alberta,CA,1928,11,2,1998,12,18
John Miner,Moose Jaw,Saskatchewan,CA,,,,1965,8,28,,,
John Miszuk,Naliboki,,RU,,,,1940,9,29,,,
John Mitchell,Oakville,Ontario,CA,,,,1985,1,22,,,
John Mokosak,Edmonton,Alberta,CA,,,,1963,9,7,,,
John Moore,Winnetka,Illinois,US,,,,1990,11,19,,,
John Morrison,Selkirk,Manitoba,CA,,,CA,1895,3,4,1956,3,14
John Negrin,West Vancouver,British Columbia,CA,,,,1989,3,26,,,
John Newberry,Port Alberni,British Columbia,CA,,,,1962,4,8,,,
John Newman,Ottawa,Ontario,CA,,,CA,1910,4,24,1967,4,17
John Ogrodnick,Ottawa,Ontario,CA,,,,1959,6,20,,,
John Paddock,Oak River,Manitoba,CA,,,,1954,6,9,,,
John Persson,Östersund,,SE,,,,1992,5,18,,,
John Pohl,Rochester,Minnesota,US,,,,1979,6,29,,,
John Polich,Hibbing,Minnesota,US,,,CA,1915,7,8,2001,5,27
John Purves,Toronto,Ontario,CA,,,,1968,2,12,,,
John Ramage,Mississauga,Ontario,CA,,,,1991,2,7,,,
John Rogers,Paradise Hill,Saskatchewan,CA,,,,1953,4,10,,,
John Ross Roach,Port Perry,Ontario,CA,,,CA,1900,6,23,1973,7,9
John Schella,Port Arthur,Ontario,CA,,,CA,1947,5,9,,,
John Scott,Edmonton,Alberta,CA,,,,1982,9,26,,,
John Shea Crawford,West Perth,Ontario,CA,Barnstable,Massachusetts,US,1916,10,26,1973,1,19
John Sherf,Calumet,Michigan,US,Dearborn,Michigan,US,1913,8,8,1991,8,19
John Slaney,St. John's,Newfoundland and Labrador,CA,,,,1972,2,7,,,
John Sleaver,Copper Cliff,Ontario,CA,,,CA,1934,8,18,2001,11,19
John Smrke,Chicoutimi,Quebec,CA,,,,1956,2,25,,,
John Sorrell,North Dundas,Ontario,CA,,,CA,1906,1,16,1984,11,30
John Stevens,Campbellton,New Brunswick,CA,,,,1966,5,4,,,
John Stewart,Eriksdale,Manitoba,CA,,,CA,1950,10,30,,,
John Stewart,Toronto,Ontario,CA,,,,1954,1,2,,,
John Taft,Minneapolis,Minnesota,US,,,,1954,3,8,,,
John Tanner,Cambridge,Ontario,CA,,,,1971,3,17,,,
John Tavares,Mississauga,Ontario,CA,,,,1990,9,20,,,
John Tonelli,Milton,Ontario,CA,,,,1957,3,23,,,
John Tripp,Kingston,Ontario,CA,,,,1977,5,4,,,
John Tucker,Windsor,Ontario,CA,,,,1964,9,29,,,
John Van Boxmeer,Petrolia,Ontario,CA,,,,1952,11,20,,,
John Vanbiesbrouck,Detroit,Michigan,US,,,,1963,9,4,,,
John Wensink,Cornwall,Ontario,CA,,,,1953,4,1,,,
John Wilkinson,Ottawa,Ontario,CA,,,CA,1911,7,9,1970,1,19
John Wright,Toronto,Ontario,CA,,,,1948,11,9,,,
John Zeiler,Jefferson Hills,Pennsylvania,US,,,,1982,11,21,,,
John-Michael Liles,Indianapolis,Indiana,US,,,,1980,11,25,,,
John-Paul Kelly,Edmonton,Alberta,CA,,,,1959,11,15,,,
Johnathan Aitken,Edmonton,Alberta,CA,,,,1978,5,24,,,
Johnny Bower,Prince Albert,Saskatchewan,CA,,,,1924,11,8,,,
Johnny Boychuk,Edmonton,Alberta,CA,,,,1984,1,19,,,
Johnny Bucyk,Edmonton,Alberta,CA,,,,1935,5,12,,,
Johnny Gagnon,Chicoutimi,Quebec,CA,,,,1905,6,8,1984,3,21
Johnny Gaudreau,Salem,New Jersey,US,,,,1993,8,13,,,
Johnny Gottselig,Gammalsvenskby,Klosterdorf,RU,Chicago,Illinois,US,1905,6,24,1986,5,15
Johnny Harms,Saskatoon,Saskatoon,CA,Vernon,British Columbia,CA,1925,4,29,2003,1,5
Johnny Holota,Hamilton,Ontario,CA,Denver,Colorado,US,1921,2,25,1951,3,10
Johnny Mahaffy,Montreal,Quebec,CA,Brossard,Quebec,CA,1918,7,18,2015,5,2
Johnny Matz,Omaha,Nebraska,US,,,CA,1892,6,1,1969,12,21
Johnny McKinnon,Guysborough,Nova Scotia,CA,,,CA,1902,7,15,1969,2,8
Johnny Mowers,Niagara Falls,Ontario,CA,,,CA,1916,10,29,1995,12,7
Johnny Oduya,Stockholm,,SE,,,,1981,10,1,,,
Johnny Peirson,Winnipeg,Manitoba,CA,,,CA,1925,7,21,,,
Johnny Quilty,Ottawa,Ontario,CA,,,CA,1921,1,21,1969,9,12
Johnny Sheppard,Montreal,Quebec,CA,,,CA,1902,7,23,1969,8,28
Johnny Wilson,Kincardine,Ontario,CA,Livonia,Michigan,US,1929,6,14,2011,12,27
Jon Casey,Grand Rapids,Minnesota,US,,,,1962,3,29,,,
Jon DiSalvatore,Bangor,Maine,US,,,,1981,3,30,,,
Jon Fontas,Arlington,Massachusetts,US,,,,1955,4,16,,,
Jon Kalinski,Bonnyville,Alberta,CA,,,,1987,5,25,,,
Jon Klemm,Cranbrook,British Columbia,CA,,,,1970,1,8,,,
Jon Matsumoto,Ottawa,Ontario,CA,,,,1986,10,13,,,
Jon Merrill,Oklahoma City,Oklahoma,US,,,,1992,2,3,,,
Jon Morris,Lowell,Massachusetts,US,,,,1966,5,6,,,
Jon Rheault,Arlington,Texas,US,,,,1986,8,1,,,
Jon Rohloff,Mankato,Minnesota,US,,,,1969,10,3,,,
Jon Sim,New Glasgow,Nova Scotia,CA,,,,1977,9,29,,,
Jonas Andersson,Lidingö,,SE,,,,1981,2,24,,,
Jonas Bergqvist,Hässleholm,,SE,,,,1962,9,26,,,
Jonas Brodin,Karlstad,,SE,,,,1993,7,12,,,
Jonas Gustavsson,Danderyd Municipality,,SE,,,,1984,10,24,,,
Jonas Hiller,Felben-Wellhausen,,CH,,,,1982,2,12,,,
Jonas Höglund,Karlstad,,SE,,,,1972,8,29,,,
Jonas Holøs,Sarpsborg,,NO,,,,1987,8,27,,,
Jonas Johansson,Jönköping,,SE,,,,1984,3,18,,,
Jonas Junland,Linköping,,SE,,,,1987,11,15,,,
Jonas Nordquist,Leksand,,SE,,,,1982,4,26,,,
Jonas Rönnqvist,Kalix,,SE,,,,1973,8,22,,,
Jonathan Bernier,Laval,Quebec,CA,,,,1988,8,7,,,
Jonathan Cheechoo,Moose Factory,Ontario,CA,,,,1980,7,15,,,
Jonathan Delisle,Sainte-Anne-des-Plaines,Quebec,CA,Beauce,Quebec,CA,1977,6,30,2006,3,16
Jonathan Drouin,Sainte-Agathe-des-Monts,Quebec,CA,,,,1995,3,28,,,
Jonathan Ericsson,Karlskrona,,SE,,,,1984,3,2,,,
Jonathan Ferland,Quebec City,Quebec,CA,,,,1983,2,9,,,
Jonathan Filewich,Kelowna,British Columbia,CA,,,,1984,10,2,,,
Jonathan Girard,Rawdon,Quebec,CA,,,,1980,5,27,,,
Jonathan Hedström,Skellefteå,,SE,,,,1977,12,27,,,
Jonathan Huberdeau,Saint-Jérôme,Quebec,CA,,,,1993,6,4,,,
Jonathan Marchessault,Cap-Rouge,Quebec,CA,,,,1990,12,27,,,
Jonathan Quick,Milford,Connecticut,US,,,,1986,1,21,,,
Jonathan Racine,Montreal,Quebec,CA,,,,1993,5,28,,,
Jonathan Sigalet,Vancouver,British Columbia,CA,,,,1986,2,12,,,
Jonathan Toews,Winnipeg,Manitoba,CA,,,,1988,4,29,,,
Jonathon Blum,Long Beach,California,US,,,,1989,1,30,,,
Joni Ortio,Turku,,FI,,,,1991,4,16,,,
Joni Pitkänen,Oulu,,FI,,,,1983,9,19,,,
Joonas Nättinen,Jämsä,,FI,,,,1991,1,3,,,
Joonas Rask,Savonlinna,,FI,,,,1990,3,24,,,
Jordan Caron,Sayabec,Quebec,CA,,,,1990,11,2,,,
Jordan Eberle,Regina,Saskatchewan,CA,,,,1990,5,15,,,
Jordan Hendry,Nokomis,Saskatchewan,CA,,,,1984,2,23,,,
Jordan Krestanovich,Langley,British Columbia,CA,,,,1981,6,14,,,
Jordan Leopold,Golden Valley,Minnesota,US,,,,1980,8,3,,,
Jordan Martinook,Brandon,Manitoba,CA,,,,1992,7,25,,,
Jordan Nolan,Garden River,Ontario,CA,,,,1989,6,23,,,
Jordan Oesterle,Dearborn Heights,Michigan,US,,,,1992,6,25,,,
Jordan Schroeder,Prior Lake,Minnesota,US,,,,1990,9,29,,,
Jordan Sigalet,New Westminster,British Columbia,CA,,,,1981,2,19,,,
Jordan Smotherman,Corvallis,Oregon,US,,,,1986,5,11,,,
Jordan Staal,Thunder Bay,Ontario,CA,,,,1988,9,10,,,
Jordan Szwarz,Burlington,Ontario,CA,,,,1991,5,14,,,
Jordan Willis,Kincardine,Ontario,CA,,,,1975,2,28,,,
Jordie Benn,Victoria,British Columbia,CA,,,,1987,7,26,,,
Jordin Tootoo,Churchill,Manitoba,CA,,,,1983,2,2,,,
Jordy Douglas,Winnipeg,Manitoba,CA,,,,1958,1,20,,,
Jörgen Jönsson,Ängelholm,,SE,,,,1972,9,29,,,
Jörgen Pettersson,Gothenburg,,SE,,,,1956,7,11,,,
Jori Lehterä,Lempäälä,,FI,,,,1987,12,23,,,
José Charbonneau,Ferme-Neuve,Quebec,CA,,,,1966,11,21,,,
José Théodore,Laval,Quebec,CA,,,,1976,9,13,,,
Josef Beránek,Litvínov,,CZ,,,,1969,10,25,,,
Josef Boumedienne,Stockholm,,SE,,,,1978,1,12,,,
Josef Marha,Havlíčkův Brod,,CZ,,,,1976,6,2,,,
Josef Melichar,České Budějovice,,CZ,,,,1979,1,20,,,
Josef Vašíček,Havlíčkův Brod,,CZ,Yaroslavl,,RU,1980,9,12,2011,9,7
Josh Anderson,Burlington,Ontario,CA,,,,1994,5,7,,,
Josh Bailey,Clarington,Ontario,CA,,,,1989,10,2,,,
Josh Gorges,Kelowna,British Columbia,CA,,,,1984,8,14,,,
Josh Gratton,Brantford,Ontario,CA,,,,1982,9,9,,,
Josh Green,Camrose,Alberta,CA,,,,1977,11,16,,,
Josh Harding,Regina,Saskatchewan,CA,,,,1984,6,18,,,
Josh Hennessy,Brockton,Massachusetts,US,,,,1985,2,7,,,
Josh Holden,Calgary,Alberta,CA,,,,1978,1,18,,,
Josh Langfeld,Coon Rapids,Minnesota,US,,,,1977,7,17,,,
Josh Leivo,Innisfil,Ontario,CA,,,,1993,5,26,,,
Josh Manson,Prince Albert,Saskatchewan,CA,,,,1991,10,7,,,
Josh Tordjman,Montreal,Quebec,CA,,,,1985,1,11,,,
Jozef Balej,Myjava,,CZ,,,,1982,2,22,,,
Jozef Čierny,Zvolen,,CZ,,,,1974,5,13,,,
Jozef Stümpel,Nitra,,CZ,,,,1972,7,20,,,
Jud McAtee,Stratford,Ontario,CA,Tulsa,Oklahoma,US,1920,2,5,2011,2,22
Jude Drouin,Murdochville,Quebec,CA,,,,1948,10,28,,,
Juha Lind,Helsinki,,FI,,,,1974,1,2,,,
Juha Widing,Oulu,,FI,Kelowna,British Columbia,CA,1947,7,4,1984,12,30
Juha Ylönen,Helsinki,,FI,,,,1972,2,13,,,
Jukka Hentunen,Joroinen,,FI,,,,1974,5,3,,,
Jukka Porvari,Tampere,,FI,,,,1954,1,19,,,
Julian Klymkiw,Winnipeg,Manitoba,CA,,,,1933,7,16,,,
Julian Melchiori,Richmond Hill,Ontario,CA,,,,1991,12,6,,,
Julien Brouillette,Grand-Saint-Esprit,Quebec,CA,,,,1986,12,5,,,
Julien Vauclair,Delémont,,CH,,,,1979,10,2,,,
Junior Lessard,Saint-Joseph-de-Beauce,Quebec,CA,,,,1980,5,26,,,
Juraj Kolník,Nitra,,CZ,,,,1980,11,13,,,
Jussi Jokinen,Kalajoki,,FI,,,,1983,4,1,,,
Jussi Markkanen,Imatra,,FI,,,,1975,5,8,,,
Jussi Rynnäs,Pori,,FI,,,,1987,5,22,,,
Jussi Timonen,Kuopio,,FI,,,,1983,6,29,,,
Justin Abdelkader,Muskegon,Michigan,US,,,,1987,2,25,,,
Justin Braun,Vadnais Heights,Minnesota,US,,,,1987,2,10,,,
Justin Duberman,New Haven,Connecticut,US,,,,1970,3,23,,,
Justin Falk,Snowflake,Manitoba,CA,,,,1988,10,11,,,
Justin Faulk,South St. Paul,Minnesota,US,,,,1992,3,20,,,
Justin Florek,Marquette,Michigan,US,,,,1990,5,18,,,
Justin Hocking,Stettler,Alberta,CA,,,,1974,1,9,,,
Justin Hodgman,Brampton,Ontario,CA,,,,1988,6,27,,,
Justin Johnson,Anchorage,Alaska,US,,,,1981,5,5,,,
Justin Kurtz,Winnipeg,Manitoba,CA,,,,1977,1,14,,,
Justin Mapletoft,Lloydminster,Saskatchewan,CA,,,,1981,1,11,,,
Justin Mercier,Erie,Pennsylvania,US,,,,1987,6,25,,,
Justin Papineau,Ottawa,Ontario,CA,,,,1980,1,15,,,
Justin Pogge,Fort McMurray,Alberta,CA,,,,1986,4,22,,,
Justin Shugg,Niagara Falls,Ontario,CA,,,,1991,12,24,,,
Justin Williams,Cobourg,Ontario,CA,,,,1981,10,4,,,
Jyrki Lumme,Tampere,,FI,,,,1966,7,16,,,
Jyrki Seppä,Tampere,,FI,,,,1961,11,14,,,
Kael Mouillierat,Edmonton,Alberta,CA,,,,1987,12,9,,,
Kai Nurminen,Turku,,FI,,,,1969,3,29,,,
Kai Suikkanen,Parkano,,FI,,,,1960,9,29,,,
Kamil Kreps,Litoměřice,,CZ,,,,1984,11,18,,,
Kamil Piroš,Most,,CZ,,,,1978,11,20,,,
Karel Bětík,Ostrava,,CZ,,,,1978,10,28,,,
Karel Pilař,Prague,,CZ,,,,1977,12,23,,,
Karel Rachůnek,Gottwaldov,,CZ,Yaroslavl,,RU,1979,8,27,2011,9,7
Kari Eloranta,Lahti,,FI,,,,1956,2,29,,,
Kari Haakana,Outokumpu,,FI,,,,1973,11,8,,,
Kari Jalonen,Oulu,,FI,,,,1960,1,6,,,
Kari Lehtonen,Helsinki,,FI,,,,1983,11,16,,,
Kari Makkonen,Harjavalta,,FI,,,,1955,1,20,,,
Kari Takko,Uusikaupunki,,FI,,,,1962,6,23,,,
Karl Alzner,Burnaby,British Columbia,CA,,,,1988,9,24,,,
Karl Dykhuis,Sept-Îles,Quebec,CA,,,,1972,7,8,,,
Karl Friesen,Winnipeg,Manitoba,CA,,,,1958,6,30,,,
Karl Stewart,Aurora,Ontario,CA,,,,1983,6,30,,,
Karl Stollery,Camrose,Alberta,CA,,,,1987,11,21,,,
Kārlis Skrastiņš,Riga,,LV,Yaroslavl,,RU,1974,7,9,2011,9,7
Karri Rämö,Asikkala,,FI,,,,1986,7,1,,,
Kaspars Astašenko,Riga,,LV,Riga,,LV,1975,2,7,2012,11,20
Kay Whitmore,Greater Sudbury,Ontario,CA,,,,1967,4,10,,,
Keaton Ellerby,Strathmore,Alberta,CA,,,,1988,11,5,,,
Keegan Lowe,Greenwich,Connecticut,US,,,,1993,3,29,,,
Keith Acton,Whitchurch–Stouffville,Ontario,CA,,,,1958,4,15,,,
Keith Aldridge,Detroit,Michigan,US,,,,1973,7,20,,,
Keith Allen,Saskatoon,Saskatchewan,CA,Newtown Square,Pennsylvania,US,1923,8,21,2014,2,4
Keith Aucoin,Waltham,Massachusetts,US,,,,1978,11,6,,,
Keith Aulie,Rouleau,Saskatchewan,CA,,,,1989,6,11,,,
Keith Ballard,Baudette,Minnesota,US,,,,1982,11,26,,,
Keith Brown,Corner Brook,Newfoundland and Labrador,CA,,,,1960,5,6,,,
Keith Carney,Providence,Rhode Island,US,,,,1970,2,3,,,
Keith Crowder,Windsor,Ontario,CA,,,,1959,1,6,,,
Keith Hanson,Ada,Minnesota,US,,,,1957,4,26,,,
Keith Jones,Brantford,Ontario,CA,,,,1968,11,8,,,
Keith Kinkaid,Farmingville,New York,US,,,,1989,7,4,,,
Keith Magnuson,Saskatoon,Saskatchewan,CA,Vaughan,Ontario,CA,1947,4,27,2003,12,15
Keith McCreary,Sundridge,Ontario,CA,,,CA,1940,6,19,2003,12,9
Keith Osborne,Toronto,Ontario,CA,,,,1969,4,2,,,
Keith Primeau,Toronto,Ontario,CA,,,,1971,11,24,,,
Keith Redmond,Richmond Hill,Ontario,CA,,,CA,1972,10,25,,,
Keith Tkachuk,Melrose,Massachusetts,US,,,,1972,3,28,,,
Keith Wright,Aurora,Ontario,CA,,,,1944,4,13,,,
Keith Yandle,Milton,Massachusetts,US,,,,1986,9,9,,,
Kellan Lain,Oakville,Ontario,CA,,,,1989,8,11,,,
Kelly Buchberger,Langenburg,Saskatchewan,CA,,,,1966,12,2,,,
Kelly Burnett,Lachine,Quebec,CA,,,CA,1926,6,16,,,
Kelly Chase,Porcupine Plain,Saskatchewan,CA,,,,1967,10,25,,,
Kelly Fairchild,Hibbing,Minnesota,US,,,,1973,4,9,,,
Kelly Hrudey,Edmonton,Alberta,CA,,,,1961,1,13,,,
Kelly Kisio,Peace River,Alberta,CA,,,,1959,9,18,,,
Kelly Miller,Detroit,Michigan,US,,,,1963,3,3,,,
Kelly Pratt,High Prairie,Alberta,CA,,,,1953,2,8,,,
Ken Baird,Flin Flon,Manitoba,CA,,,,1951,2,1,,,
Ken Baumgartner,Flin Flon,Manitoba,CA,,,,1966,3,11,,,
Ken Belanger,Sault Ste. Marie,Ontario,CA,,,,1974,5,14,,,
Ken Berry,Burnaby,British Columbia,CA,,,,1960,6,21,,,
Ken Block,Steinbach,Manitoba,CA,,,,1944,3,18,,,
Ken Breitenbach,Welland,Ontario,CA,,,,1955,1,9,,,
Ken Broderick,Toronto,Ontario,CA,Niagara Falls,Ontario,CA,1942,2,16,2016,3,13
Ken Brown,Port Arthur,Ontario,CA,,,CA,1948,12,19,,,
Ken Daneyko,Windsor,Ontario,CA,,,,1964,4,17,,,
Ken Davies,Clarington,Ontario,CA,,,CA,1922,8,10,2004,11,11
Ken Doraty,Stittsville,Ontario,CA,,,CA,1905,6,23,1981,4,4
Ken Dryden,Hamilton,Ontario,CA,,,,1947,8,8,,,
Ken Duggan,London,Ontario,CA,,,,1963,2,21,,,
Ken Ellacott,Paris,Ontario,CA,,,,1959,3,3,,,
Ken Gernander,Coleraine,Minnesota,US,,,,1969,6,30,,,
Ken Girard,Toronto,Ontario,CA,,,CA,1936,12,8,,,
Ken Hammond,Port Credit,Ontario,CA,,,,1963,8,22,,,
Ken Hodge,Birmingham,England,GB,,,,1944,6,25,,,
"Ken Hodge, Jr.",Windsor,Ontario,CA,,,,1966,4,13,,,
Ken Holland,Vernon,British Columbia,CA,,,,1955,11,10,,,
Ken Houston,Lufkin,Texas,US,,,,1944,11,12,,,
Ken Kilrea,Ottawa,Ontario,CA,Destin,Florida,US,1919,1,16,1990,1,14
Ken Klee,Indianapolis,Indiana,US,,,,1971,4,24,,,
Ken Kuzyk,Toronto,Ontario,CA,,,,1953,8,11,,,
Ken Leiter,Detroit,Michigan,US,,,,1961,4,19,,,
Ken Linseman,Kingston,Ontario,CA,,,,1958,8,11,,,
Ken Lockett,Toronto,Ontario,CA,,,,1947,8,30,,,
Ken Lovsin,Peace River,Alberta,CA,,,,1966,12,3,,,
Ken Mann,Hamilton,Ontario,CA,,,,1953,9,5,,,
Ken McAuley,Edmonton,Alberta,CA,,,CA,1921,1,9,1992,6,18
Ken McRae,North Dundas,Ontario,CA,,,,1968,4,23,,,
Ken Morrow,Flint,Michigan,US,,,,1956,10,17,,,
Ken Mosdell,Montreal,Quebec,CA,,,CA,1922,7,13,2006,1,5
Ken Murray,Toronto,Ontario,CA,,,CA,1948,1,22,,,
Ken Priestlay,Vancouver,British Columbia,CA,,,,1967,8,24,,,
Ken Quinney,New Westminster,British Columbia,CA,,,,1965,5,23,,,
Ken Randall,Kingston,Ontario,CA,Toronto,Ontario,CA,1888,12,14,1947,6,14
Ken Reardon,Winnipeg,Manitoba,CA,Saint-Sauveur,Quebec,CA,1921,4,1,2008,3,15
Ken Richardson,North Bay,Ontario,CA,,,,1951,4,12,,,
Ken Sabourin,Scarborough,Toronto,CA,,,,1966,4,28,,,
Ken Schinkel,Jansen,Saskatchewan,CA,,,CA,1932,11,27,,,
Ken Solheim,Hythe,Alberta,CA,,,,1961,3,27,,,
Ken Strong,Toronto,Ontario,CA,,,,1963,5,9,,,
Ken Sutton,Edmonton,Alberta,CA,,,,1969,11,5,,,
Ken Wregget,Brandon,Manitoba,CA,,,,1964,3,25,,,
Ken Yackel,Saint Paul,Minnesota,US,,,CA,1930,3,5,1991,7,12
Ken Yaremchuk,Edmonton,Alberta,CA,,,,1964,1,1,,,
Kenneth Thompson,Oakengates,England,GB,,,,1881,5,29,1933,11,25
Kenny Agostino,Morristown,New Jersey,US,,,,1992,4,30,,,
Kenny Jönsson,Ängelholm Municipality,,SE,,,,1974,10,6,,,
Kenny Smith,Moose Jaw,Saskatchewan,CA,,,CA,1924,5,8,2000,9,23
Kenny Stewart,Port Arthur,Ontario,CA,British Columbia,,CA,1912,3,29,2002,4,4
Kenny Wharram,Neighbourhoods in North Bay,Ontario,CA,,,,1933,7,2,,,
Kent Carlson,Concord,New Hampshire,US,,,,1962,1,11,,,
Kent Douglas,Cobalt,Ontario,CA,Wasaga Beach,Ontario,CA,1936,2,6,2009,4,12
Kent Huskins,Almonte,Ontario,CA,,,,1979,5,4,,,
Kent Manderville,Edmonton,Alberta,CA,,,,1971,4,12,,,
Kent McDonell,South Glengarry,Ontario,CA,,,,1979,3,1,,,
Kent Nilsson,Nynäshamn,,SE,,,,1956,8,31,,,
Kent Paynter,Summerside,Prince Edward Island,CA,,,,1965,4,17,,,
Kent Ruhnke,Toronto,Ontario,CA,,,,1952,9,18,,,
Kent Simpson,Edmonton,Alberta,CA,,,,1992,3,26,,,
Kent-Erik Andersson,Örebro,,SE,,,,1951,5,24,,,
Kerby Rychel,Torrance,California,US,,,,1994,10,7,,,
Kerry Huffman,Peterborough,Ontario,CA,,,,1968,1,3,,,
Kerry Ketter,Prince George,British Columbia,CA,,,CA,1947,9,20,,,
Kevan Guy,Edmonton,Alberta,CA,,,,1965,7,16,,,
Kevan Miller,Los Angeles,California,US,,,,1987,11,15,,,
Kevin Bieksa,Grimsby,Ontario,CA,,,,1981,6,16,,,
Kevin Brown,Birmingham,England,GB,,,,1974,5,11,,,
Kevin Colley,New Haven,Connecticut,US,,,,1979,1,4,,,
Kevin Connauton,Edmonton,Alberta,CA,,,,1990,2,23,,,
Kevin Czuczman,Port Elgin,Ontario,CA,,,,1991,1,9,,,
Kevin Dahl,Regina,Saskatchewan,CA,,,,1968,12,30,,,
Kevin Dallman,Niagara Falls,Ontario,CA,,,,1981,2,26,,,
Kevin Dean,Madison,Wisconsin,US,,,,1969,4,1,,,
Kevin Devine,Charlottetown,Prince Edward Island,CA,,,,1954,12,9,,,
Kevin Dineen,Quebec City,Quebec,CA,,,,1963,10,28,,,
Kevin Evans,Peterborough,Ontario,CA,,,,1965,7,10,,,
Kevin Haller,Trochu,Alberta,CA,,,,1970,12,5,,,
Kevin Hatcher,Detroit,Michigan,US,,,,1966,9,9,,,
Kevin Hayes,Boston,Massachusetts,US,,,CA,1992,5,8,,,
Kevin Henderson,Toronto,Ontario,CA,,,,1986,12,3,,,
Kevin Hodson,Winnipeg,Manitoba,CA,,,,1972,3,27,,,
Kevin Kaminski,Churchbridge,Saskatchewan,CA,,,,1969,3,13,,,
Kevin Kemp,Ottawa,Ontario,CA,,,,1954,5,3,1999,8,25
Kevin Klein,Kitchener,Ontario,CA,,,,1984,12,13,,,
Kevin Krook,Cold Lake,Alberta,CA,,,,1958,4,5,,,
Kevin LaVallee,Greater Sudbury,Ontario,CA,,,,1961,9,16,,,
Kevin Lowe,Lachute,Quebec,CA,,,,1959,4,15,,,
Kevin MacDonald,Prescott,Ontario,CA,,,,1966,2,24,,,
Kevin Maguire,Toronto,Ontario,CA,,,,1963,1,5,,,
Kevin Marshall,Boucherville,Quebec,CA,,,,1989,3,10,,,
Kevin Maxwell,Edmonton,Alberta,CA,,,,1960,3,30,,,
Kevin McCarthy,Winnipeg,Manitoba,CA,,,,1957,7,14,,,
Kevin McClelland,Oshawa,Ontario,CA,,,,1962,7,4,,,
Kevin Miehm,Kitchener,Ontario,CA,,,,1969,9,10,,,
Kevin Miller,Lansing,Michigan,US,,,,1965,9,2,,,
Kevin Morrison,Sydney,Nova Scotia,CA,,,CA,1949,10,28,,,
Kevin O'Shea,Toronto,Ontario,CA,Ontario,,CA,1947,5,28,2010,1,18
Kevin Porter,Northville,Michigan,US,,,,1986,3,12,,,
Kevin Primeau,Edmonton,Alberta,CA,,,,1955,1,3,,,
Kevin Quick,Buffalo,New York,US,,,,1988,3,29,,,
Kevin Sawyer,Christina Lake,British Columbia,CA,,,,1974,2,21,,,
Kevin Schamehorn,Victoria,British Columbia,CA,,,,1956,7,28,,,
Kevin Shattenkirk,Greenwich,Connecticut,US,,,,1989,1,29,,,
Kevin Smyth,Banff,Alberta,CA,,,,1973,11,22,,,
Kevin Stevens,Brockton,Massachusetts,US,,,,1965,4,15,,,
Kevin Todd,Winnipeg,Manitoba,CA,,,,1968,5,4,,,
Kevin Weekes,Toronto,Ontario,CA,,,,1975,4,4,,,
Kevin Westgarth,Amherstburg,Ontario,CA,,,,1984,2,7,,,
Kevin Wortman,Saugus,Massachusetts,US,,,,1969,2,22,,,
Kevyn Adams,Washington,D.C.,US,,,,1974,10,8,,,
Kilby MacDonald,Ottawa,Ontario,CA,Seminole,Florida,US,1913,9,6,1986,5,11
Kim Clackson,Saskatoon,Saskatchewan,CA,,,,1955,2,13,,,
Kim Davis,Flin Flon,Manitoba,CA,,,,1957,10,31,,,
Kim Issel,Regina,Saskatchewan,CA,,,,1967,9,25,,,
Kim Johnsson,Malmö,,SE,,,,1976,3,16,,,
Kim MacDougall,Regina,Saskatchewan,CA,,,,1954,8,29,,,
Kimbi Daniels,Estevan,Saskatchewan,CA,,,,1972,1,19,,,
Kimmo Timonen,Kuopio,,FI,,,,1975,3,18,,,
King Clancy,Ottawa,Ontario,CA,Toronto,Ontario,CA,1903,2,25,1986,11,10
Kip Brennan,Kingston,Ontario,CA,,,,1980,8,27,,,
Kip Miller,Lansing,Michigan,US,,,,1969,6,11,,,
Kirby Law,McCreary,Manitoba,CA,,,,1977,3,11,,,
Kirill Safronov,Saint Petersburg,,RU,,,,1981,2,26,,,
Kirk Bowman,Leamington,Ontario,CA,,,,1952,9,30,,,
Kirk Maltby,Guelph,Ontario,CA,,,,1972,12,22,,,
Kirk McLean,Willowdale,Toronto,CA,,,,1966,6,26,,,
Kirk Muller,Kingston,Ontario,CA,,,,1966,2,8,,,
Kirk Nielsen,Grand Rapids,Minnesota,US,,,,1973,10,19,,,
