name,birth_city,birth_state,birth_country,death_city,death_state,death_country,birth_year,birth_month,birth_day,death_year,death_month,death_day
Brad Holland,Billings,Montana,US,,,,1956,12,6,,,
Bernard King,Brooklyn,New York,US,,,,1956,12,4,,,
Bernard Toone,Yonkers,New York,US,,,,1956,7,14,,,
Clay Johnson,Harlem,New York,US,,,,1956,7,18,,,
George L. Johnson,Brooklyn,New York,US,,,,1956,12,8,,,
Marc Iavaroni,Jamaica,New York,US,,,,1956,9,15,,,
Marty Byrnes,Syracuse,New York,US,,,,1956,4,30,,,
Vinnie Johnson,Brooklyn,New York,US,,,,1956,9,1,,,
Carlos Terry,Lexington,North Carolina,US,,,,1956,6,22,1989,3,12
Phil Ford,Rocky Mount,North Carolina,US,,,,1956,2,9,,,
Harry Davis,Cleveland,Ohio,US,,,,1956,1,27,,,
John McCullough,Lima,Ohio,US,,,,1956,10,5,,,
Lawrence Boston,Cleveland,Ohio,US,,,,1956,5,18,,,
Phil Hubbard,Canton,Ohio,US,,,,1956,12,13,,,
Steve Malovic,Cleveland,Ohio,US,,,,1956,7,21,2007,4,13
Pat Cummings,Johnstown,Pennsylvania,US,New York City,New York,US,1956,7,11,2012,6,26
Del Beshore,Mechanicsburg,Pennsylvania,US,,,,1956,11,29,,,
Phil Walker,Philadelphia,Pennsylvania,US,,,,1956,3,20,,,
Ron Carter,Pittsburgh,Pennsylvania,US,,,,1956,8,31,,,
Butch Lee,San Juan,,PR,,,,1956,12,5,,,
Calvin Garrett,Parsons,Tennessee,US,,,,1956,7,11,,,
Keith Herron,Memphis,Tennessee,US,,,,1956,6,14,,,
Otis Howard,Oak Ridge,Tennessee,US,,,,1956,11,5,,,
Jeff Judkins,Salt Lake City,Utah,US,,,,1956,3,27,,,
Gerald Henderson,Richmond,Virginia,US,,,,1956,1,16,,,
Ray Epps,Amelia,Virginia,US,,,,1956,8,20,,,
Clint Richardson,Seattle,Washington,US,,,,1956,8,7,,,
Johnny High,Birmingham,Alabama,US,Phoenix,Arizona,US,1957,4,25,1987,6,13
Andrew Toney,Birmingham,Alabama,US,,,,1957,11,23,,,
Cedrick Hordges,Montgomery,Alabama,US,,,,1957,1,8,,,
Keith McCord,Birmingham,Alabama,US,,,,1957,6,22,,,
Reggie King,Birmingham,Alabama,US,,,,1957,2,14,,,
Wiley Peck,Montgomery,Alabama,US,,,,1957,9,15,,,
Charles Jones,McGehee,Arkansas,US,,,,1957,4,3,,,
Lee Johnson,Plumerville,Arkansas,US,,,,1957,6,16,,,
Sidney Moncrief,Little Rock,Arkansas,US,,,,1957,9,21,,,
Bill Cartwright,Lodi,California,US,,,,1957,7,30,,,
David Greenwood,Lynwood,California,US,,,,1957,5,27,,,
Greg Deane,Tulare,California,US,,,,1957,12,6,,,
Mark Eaton,Westminster,California,US,,,,1957,1,24,,,
Michael Wiley,Long Beach,California,US,,,,1957,10,16,,,
Reggie Theus,Inglewood,California,US,,,,1957,10,13,,,
Roy Hamilton,Los Angeles,California,US,,,,1957,7,20,,,
Charles Whitney,Washington,D.C.,US,,,,1957,6,22,,,
Craig Shelton,Washington,D.C.,US,,,,1957,5,1,,,
James Donaldson,Heacham,England,GB,,,,1957,8,17,,,
Darryl Dawkins,Orlando,Florida,US,Allentown,Pennsylvania,US,1957,1,11,2015,8,27
Greg Kelser,Panama City,Florida,US,,,,1957,9,17,,,
James Bailey,Dublin,Georgia,US,,,,1957,5,2,,,
Reggie Johnson,Atlanta,Georgia,US,,,,1957,6,25,,,
Jawann Oldham,Chicago,Illinois,US,,,,1957,7,4,,,
Mike Harper,Chicago,Illinois,US,,,,1957,12,9,,,
Allen Leavell,Muncie,Indiana,US,,,,1957,5,27,,,
Kyle Macy,Fort Wayne,Indiana,US,,,,1957,4,9,,,
Larry Demic,Gary,Indiana,US,,,,1957,6,27,,,
Calvin Natt,Monroe,Louisiana,US,,,,1957,1,8,,,
James Ray,New Orleans,Louisiana,US,,,,1957,7,27,,,
Tony Zeno,New Orleans,Louisiana,US,,,,1957,10,1,,,
Dudley Bradley,Baltimore,Maryland,US,,,,1957,3,19,,,
Norman Black,Baltimore,Maryland,US,,,,1957,11,12,,,
Bill Laimbeer,Boston,Massachusetts,US,,,,1957,5,19,,,
Alan Hardy,Detroit,Michigan,US,,,,1957,5,25,,,
Bill Mayfield,Detroit,Michigan,US,,,,1957,10,17,,,
Earl Cureton,Detroit,Michigan,US,,,,1957,9,3,,,
Paul Dawkins,Saginaw,Michigan,US,,,,1957,6,10,,,
Kevin McHale,Hibbing,Minnesota,US,,,,1957,12,19,,,
John Stroud,New Albany,Mississippi,US,,,,1957,10,29,,,
Purvis Short,Hattiesburg,Mississippi,US,,,,1957,7,2,,,
Sylvester Norris,Jackson,Mississippi,US,,,,1957,2,18,,,
Bill Willoughby,Englewood,New Jersey,US,,,,1957,5,20,,,
Gary J. Garland,East Orange,New Jersey,US,,,,1957,10,12,,,
Jim Spanarkel,Jersey City,New Jersey,US,,,,1957,6,28,,,
Reggie Carter,New York City,New York,US,Huntington Station,New York,US,1957,10,10,1999,12,24
Billy Reid,New York City,New York,US,,,,1957,9,10,,,
Bruce Flowers,Rochester,New York,US,,,,1957,6,13,,,
Geoff Huston,Brooklyn,New York,US,,,,1957,11,8,,,
Lynbert Johnson,New York City,New York,US,,,,1957,9,7,,,
Oliver Mack,New York City,New York,US,,,,1957,6,6,,,
Rickey Williams,Buffalo,New York,US,,,,1957,3,12,,,
Tony Price,New York City,New York,US,,,,1957,1,5,,,
Bill Hanzlik,Middletown,Ohio,US,,,,1957,12,6,,,
Frankie Sanders,Dayton,Ohio,US,,,,1957,1,23,,,
Jim Paxson,Kettering,Ohio,US,,,,1957,7,9,,,
Steve Johnson,Akron,Ohio,US,,,,1957,11,3,,,
Terry Crosby,Toledo,Ohio,US,,,,1957,1,4,,,
Winford Boynes,Greenville,South Carolina,US,,,,1957,5,17,,,
Joe Cooper,Houston,Texas,US,,,,1957,9,1,,,
Ronnie Valentine,Norfolk,Virginia,US,,,,1957,11,27,,,
Paul Mokeski,Spokane,Washington,US,,,,1957,1,3,,,
Wayne Kreklow,Neenah,Wisconsin,US,,,,1957,1,4,,,
Yvon Joseph,Cap-Haïtien,,GT,,,,1957,10,31,,,
Lowes Moore,,,US,,,,1957,5,5,,,
Bobby Cattage,Huntsville,Alabama,US,,,,1958,8,17,,,
Carl Bailey,Birmingham,Alabama,US,,,,1958,4,23,,,
Perry Moss,Tucson,Arizona,US,,,,1958,11,11,,,
Joe Barry Carroll,Pine Bluff,Arkansas,US,,,,1958,7,24,,,
Darrell Allums,Los Angeles,California,US,,,,1958,9,12,,,
Darwin Cook,Los Angeles,California,US,,,,1958,8,6,,,
Lorenzo Romar,South Gate,California,US,,,,1958,11,13,,,
Wally Rank,Fort Ord,California,US,,,,1958,3,1,,,
Rick Mahorn,Hartford,Connecticut,US,,,,1958,9,21,,,
Sly Williams,New Haven,Connecticut,US,,,,1958,1,26,,,
Claude Gregory,Washington,D.C.,US,,,,1958,12,26,,,
John Duren,Washington,D.C.,US,,,,1958,10,30,,,
Frank Johnson,Weirsdale,Florida,US,,,,1958,11,23,,,
Mickey Dillard,Hollywood,Florida,US,,,,1958,10,15,,,
Al Wood,Gray,Georgia,US,,,,1958,6,2,,,
Ray Blume,Valdosta,Georgia,US,,,,1958,9,23,,,
Brad Branson,Harvey,Illinois,US,,,,1958,9,24,,,
Carl Nicks,Chicago,Illinois,US,,,,1958,10,6,,,
Ron Anderson,Chicago,Illinois,US,,,,1958,10,15,,,
Kurt Rambis,Terre Haute,Indiana,US,,,,1958,2,25,,,
Mike Woodson,Indianapolis,Indiana,US,,,,1958,3,24,,,
Ray Tolbert,Anderson,Indiana,US,,,,1958,9,10,,,
Roger Burkman,Indianapolis,Indiana,US,,,,1958,5,22,,,
Larry Drew,Kansas City,Kansas,US,,,,1958,4,2,,,
Darrell Griffith,Louisville,Kentucky,US,,,,1958,6,16,,,
Rudy Macklin,Louisville,Kentucky,US,,,,1958,2,19,,,
Tony Jackson,Lexington,Kentucky,US,,,,1958,1,17,,,
Kenny Natt,Monroe,Louisiana,US,,,,1958,10,5,,,
Tony Fuller,Detroit,Michigan,US,,,,1958,9,4,,,
Larry Smith,Rolling Fork,Mississippi,US,,,,1958,1,18,,,
Rickey Brown,Madison County,Mississippi,US,,,,1958,8,29,,,
Chad Kinch,Perth Amboy,New Jersey,US,Carteret,New Jersey,US,1958,5,22,1994,4,3
Mike O'Koren,Jersey City,New Jersey,US,,,,1958,2,7,,,
David Britton,The Bronx,New York,US,,,,1958,8,29,,,
Jeff Ruland,Bayshore,New York,US,,,,1958,12,16,,,
Sam Worthen,Brooklyn,New York,US,,,,1958,1,17,,,
Charles Pittman,Rocky Mount,North Carolina,US,,,,1958,3,23,,,
Kenny Dennard,Winston-Salem,North Carolina,US,,,,1958,10,18,,,
Wayne Robinson,Greensboro,North Carolina,US,,,,1958,4,19,,,
Monti Davis,Warren,Ohio,US,Warren,Ohio,US,1958,7,26,2013,6,4
Butch Carter,Springfield,Ohio,US,,,,1958,6,11,,,
Don Collins,Toledo,Ohio,US,,,,1958,11,28,,,
Herb Williams,Columbus,Ohio,US,,,,1958,2,16,,,
Jim Smith,Cleveland,Ohio,US,,,,1958,4,12,,,
Kelvin Ransey,Toledo,Ohio,US,,,,1958,5,3,,,
Louis Orr,Cincinnati,Ohio,US,,,,1958,5,7,,,
Rich Yonakor,Euclid,Ohio,US,,,,1958,10,3,,,
Jim Brogan,Ardmore,Pennsylvania,US,,,,1958,2,24,,,
Johnny Moore,Altoona,Pennsylvania,US,,,,1958,3,3,,,
Michael Brooks,Philadelphia,Pennsylvania,US,,,,1958,8,17,,,
Ron Crevier,Montreal,Quebec,CA,,,,1958,4,14,,,
Charles Davis,Nashville,Tennessee,US,,,,1958,10,5,,,
James Wilkes,Nashville,Tennessee,US,,,,1958,4,1,,,
Alton Lister,Dallas,Texas,US,,,,1958,10,1,,,
David Burns,Dallas,Texas,US,,,,1958,7,3,,,
DeWayne Scales,Dallas,Texas,US,,,,1958,12,28,,,
Danny Vranes,Salt Lake City,Utah,US,,,,1958,10,29,,,
Paul Pressey,Richmond,Virginia,US,,,,1958,12,24,,,
Rory Sparrow,Suffolk,Virginia,US,,,,1958,6,12,,,
John Stroeder,Bremerton,Washington,US,,,,1958,7,24,,,
Kiki Vandeweghe,Wiesbaden,West Germany,DE,,,,1958,8,1,,,
Dick Miller,Milwaukee,Wisconsin,US,Romulus,Michigan,US,1958,4,26,2014,1,11
Kurt Nimphius,Milwaukee,Wisconsin,US,,,,1958,3,13,,,
Steve Lingenfelter,Eau Claire,Wisconsin,US,,,,1958,6,10,,,
Pétur Guðmundsson,Reykjavík,,IS,,,,1958,10,30,,,
Rory White,Tuskegee,Alabama,US,,,,1959,8,16,,,
Craig Dykema,Lakewood,California,US,,,,1959,6,11,,,
Mark McNamara,San Jose,California,US,,,,1959,6,8,,,
Peter Verhoeven,Hanford,California,US,,,,1959,2,15,,,
Sam Williams,Los Angeles,California,US,,,,1959,3,7,,,
Chuck Nevitt,Cortez,Colorado,US,,,,1959,6,13,,,
Chuck Aleksinas,Litchfield,Connecticut,US,,,,1959,2,26,,,
John Garris,Bridgeport,Connecticut,US,,,,1959,6,6,,,
Mike Gminski,Monroe,Connecticut,US,,,,1959,8,3,,,
Alex Bradley,Bradenton,Florida,US,,,,1959,10,30,,,
Wes Matthews,Sarasota,Florida,US,,,,1959,8,24,,,
Apple Green,Newman,Georgia,US,,,,1959,9,19,,,
Darnell Valentine,Chicago,Illinois,US,,,,1959,2,3,,,
Eddie Johnson,Chicago,Illinois,US,,,,1959,5,1,,,
Mark Aguirre,Chicago,Illinois,US,,,,1959,12,10,,,
Dave Magley,South Bend,Indiana,US,,,,1959,11,24,,,
Randy Wittman,Indianapolis,Indiana,US,,,,1959,10,28,,,
Jerry Eaves,Louisville,Kentucky,US,,,,1959,2,8,,,
Orlando Woolridge,Bernice,Louisiana,US,Mansfield,Louisiana,US,1959,12,16,2012,5,31
Charles Bradley,Havre de Grace,Maryland,US,,,,1959,5,16,,,
Larry Spriggs,Cheverly,Maryland,US,,,,1959,9,8,,,
Tracy Jackson,Rockville,Maryland,US,,,,1959,4,21,,,
"Earvin ""Magic"" Johnson",Lansing,Michigan,US,,,,1959,8,14,,,
Jay Vincent,Kalamazoo,Michigan,US,,,,1959,6,10,,,
Kevin Loder,Cassopolis,Michigan,US,,,,1959,3,15,,,
Chris Engler,Stillwater,Minnesota,US,,,,1959,3,1,,,
Jeff Lamp,Minneapolis,Minnesota,US,,,,1959,3,9,,,
Kevin McKenna,Saint Paul,Minnesota,US,,,,1959,1,8,,,
Ronnie Lester,Canton,Mississippi,US,,,,1959,1,1,,,
Clinton Wheeler,Neptune Township,New Jersey,US,,,,1959,10,27,,,
Garry Witts,Elizabeth,New Jersey,US,,,,1959,7,3,,,
Kelly Tripucka,Glen Ridge,New Jersey,US,,,,1959,2,16,,,
Albert King,Brooklyn,New York,US,,,,1959,12,17,,,
Danny Schayes,Syracuse,New York,US,,,,1959,5,10,,,
Frank Brickowski,Bayville,New York,US,,,,1959,8,14,,,
Franklin Edwards,New York City,New York,US,,,,1959,2,2,,,
Howard Wood,Southampton,New York,US,,,,1959,5,20,,,
Hutch Jones,Buffalo,New York,US,,,,1959,9,1,,,
Rick Carlisle,Ogdensburg,New York,US,,,,1959,10,27,,,
Brook Steppe,Chapel Hill,North Carolina,US,,,,1959,11,7,,,
Clarence Kea,Wilmington,North Carolina,US,,,,1959,2,2,,,
Mitchell Wiggins,Kinston,North Carolina,US,,,,1959,9,28,,,
Trent Tucker,Tarboro,North Carolina,US,,,,1959,12,20,,,
Danny Ainge,Eugene,Oregon,US,,,,1959,3,17,,,
Gene Banks,Philadelphia,Pennsylvania,US,,,,1959,5,15,,,
Lewis Lloyd,Philadelphia,Pennsylvania,US,,,,1959,2,22,,,
Larry Nance Sr.,Anderson,South Carolina,US,,,,1959,2,12,,,
Elston Turner,Knoxville,Tennessee,US,,,,1959,6,10,,,
Hank McDowell,Memphis,Tennessee,US,,,,1959,11,13,,,
Lester Conner,Memphis,Tennessee,US,,,,1959,9,17,,,
Mike Wilson,Memphis,Tennessee,US,,,,1959,9,15,,,
Mike McGee,Tyler,Texas,US,,,,1959,7,29,,,
Ricky Pierce,Dallas,Texas,US,,,,1959,8,19,,,
Ron Cavenall,Beaumont,Texas,US,,,,1959,4,30,,,
Tom Chambers,Ogden,Utah,US,,,,1959,6,21,,,
Linton Townes,Richmond,Virginia,US,,,,1959,11,30,,,
Bryan Warrick,Moses Lake,Washington,US,,,,1959,7,22,,,
Mark Radford,Tacoma,Washington,US,,,,1959,7,5,,,
Rolando Blackman,Panama City,,PA,,,,1959,2,26,,,
Wallace Bryant,Torrejón de Ardoz,,ES,,,,1959,7,14,,,
Derrick Rowland,,,US,,,,1959,6,21,,,
Jerome Henderson,,,US,,,,1959,10,5,,,
Oliver Robinson,Birmingham,Alabama,US,,,,1960,3,13,,,
Rod Foster,Birmingham,Alabama,US,,,,1960,10,10,,,
Fat Lever,Pine Bluff,Arkansas,US,,,,1960,8,18,,,
Jeff Taylor,Blytheville,Arkansas,US,,,,1960,1,1,,,
Ozell Jones,Long Beach,California,US,Lancaster,California,US,1960,11,20,2006,9,7
Cliff Robinson,Oakland,California,US,,,,1960,3,13,,,
Guy Williams,Los Angeles,California,US,,,,1960,7,1,,,
Jose Slaughter,Los Angeles,California,US,,,,1960,9,9,,,
Richard Anderson,San Pedro,California,US,,,,1960,11,19,,,
Corny Thompson,Middletown,Connecticut,US,,,,1960,2,5,,,
Jim Johnstone,New Canaan,Connecticut,US,,,,1960,9,20,,,
John Bagley,Bridgeport,Connecticut,US,,,,1960,4,23,,,
Sidney Lowe,Washington,D.C.,US,,,,1960,1,21,,,
Jim Thomas,Lakeland,Florida,US,,,,1960,10,19,,,
Dale Ellis,Marietta,Georgia,US,,,,1960,8,6,,,
Darrell Lockhart,Thomaston,Georgia,US,,,,1960,9,14,,,
Dale Wilkinson,Pocatello,Idaho,US,,,,1960,3,18,,,
Craig Hodges,Park Forest,Illinois,US,,,,1960,6,27,,,
J. J. Anderson,Chicago,Illinois,US,,,,1960,9,23,,,
Russ Schoene,Trenton,Illinois,US,,,,1960,4,16,,,
Tony Brown,Chicago,Illinois,US,,,,1960,7,29,,,
Vince Taylor,Chicago,Illinois,US,,,,1960,9,11,,,
Jim Grandholm,Elkhart,Indiana,US,,,,1960,10,4,,,
Darren Daye,Des Moines,Iowa,US,,,,1960,11,30,,,
Ed Nealy,Pittsburg,Kansas,US,,,,1960,2,19,,,
Scott Hastings,Independence,Kansas,US,,,,1960,6,3,,,
Melvin Turpin,Lexington,Kentucky,US,Lexington,Kentucky,US,1960,12,28,2010,7,8
Mike Sanders,Vidalia,Louisiana,US,,,,1960,5,7,,,
Rod Higgins,Monroe,Louisiana,US,,,,1960,1,31,,,
Ken Bannister,Baltimore,Maryland,US,,,,1960,4,1,,,
Joe Kopicki,Warren,Michigan,US,,,,1960,6,12,,,
Walker Russell,Pontiac,Michigan,US,,,,1960,10,26,,,
Randy Breuer,Lake City,Minnesota,US,,,,1960,10,11,,,
Audie Norris,Jackson,Mississippi,US,,,,1960,12,18,,,
Eddie Hughes,Greenville,Mississippi,US,,,,1960,5,26,,,
Keith Edmonson,Gulfport,Mississippi,US,,,,1960,9,28,,,
Bill Garnett,Kansas City,Missouri,US,,,,1960,4,22,,,
David Thirdkill,St. Louis,Missouri,US,,,,1960,4,12,,,
Steve Stipanovich,St. Louis,Missouri,US,,,,1960,11,17,,,
John Schweitz,Waterloo (village),New York,US,,,,1960,4,19,,,
Scooter McCray,Mount Vernon,New York,US,,,,1960,2,8,,,
Buck Williams,Rocky Mount,North Carolina,US,,,,1960,3,8,,,
Sleepy Floyd,Gastonia,North Carolina,US,,,,1960,3,6,,,
Dwight Anderson,Dayton,Ohio,US,,,,1960,12,28,,,
John Paxson,Dayton,Ohio,US,,,,1960,9,29,,,
Carl Henry,Hollis,Oklahoma,US,,,,1960,8,16,,,
Leo Rautins,Toronto,Ontario,CA,,,,1960,3,20,,,
Brant Weidner,Orefield,Pennsylvania,US,,,,1960,10,28,,,
Jim Lampley,Harrisburg,Pennsylvania,US,,,,1960,7,2,,,
Tom Piotrowski,West Chester,Pennsylvania,US,,,,1960,10,17,,,
Mike Gibson,Williamsburg County,South Carolina,US,,,,1960,10,27,,,
Carlos Clark,Somerville,Tennessee,US,,,,1960,8,10,,,
Darren Tillis,Dallas,Texas,US,,,,1960,2,23,,,
Larry Micheaux,Houston,Texas,US,,,,1960,3,24,,,
Terry Teagle,Broaddus,Texas,US,,,,1960,4,10,,,
Devin Durrant,Brigham City,Utah,US,,,,1960,10,20,,,
Fred Roberts,Provo,Utah,US,,,,1960,8,14,,,
Pace Mannion,Salt Lake City,Utah,US,,,,1960,9,20,,,
Guy Morgan,Virginia Beach,Virginia,US,,,,1960,8,23,,,
Mark West,Petersburg,Virginia,US,,,,1960,11,5,,,
Ralph Sampson,Harrisonburg,Virginia,US,,,,1960,7,7,,,
Georgi Glouchkov,Tryavna,,BG,,,,1960,1,10,,,
Dominique Wilkins,Paris,,FR,,,,1960,1,12,,,
Wayne Sappleton,Kingston,,JM,,,,1960,11,17,,,
Eddie Phillips,Birmingham,Alabama,US,,,,1961,9,29,,,
Jeff Malone,Mobile,Alabama,US,,,,1961,6,28,,,
Chris McNealy,Fresno,California,US,,,,1961,7,15,,,
Cliff Levingston,San Diego,California,US,,,,1961,1,4,,,
Dane Suttle,Los Angeles,California,US,,,,1961,8,9,,,
John Greig,Sacramento,California,US,,,,1961,4,28,,,
Ken Austin,Los Angeles,California,US,,,,1961,12,15,,,
Terence Stansbury,Los Angeles,California,US,,,,1961,2,27,,,
Bruce Kuczenski,Bristol,Connecticut,US,,,,1961,2,3,,,
John Pinone,Hartford,Connecticut,US,,,,1961,2,19,,,
Thurl Bailey,Washington,D.C.,US,,,,1961,4,7,,,
Norris Coleman,Jacksonville,Florida,US,,,,1961,9,27,,,
Derek Harper,Elberton,Georgia,US,,,,1961,10,13,,,
Derek Smith,Hogansville,Georgia,US,,,,1961,11,1,1996,8,10
Sedale Threatt,Atlanta,Georgia,US,,,,1961,9,10,,,
Darrell Walker,Chicago,Illinois,US,,,,1961,3,9,,,
Doc Rivers,Chicago,Illinois,US,,,,1961,10,13,,,
Isiah Thomas,Chicago,Illinois,US,,,,1961,4,30,,,
Jeff Cross,Chicago,Illinois,US,,,,1961,9,1,,,
Russell Cross,Chicago,Illinois,US,,,,1961,9,5,,,
Terry Cummings,Chicago,Illinois,US,,,,1961,3,15,,,
Bob Hansen,Des Moines,Iowa,US,,,,1961,1,18,,,
Dirk Minniefield,Lexington,Kentucky,US,,,,1961,1,17,,,
Howard Carter,Baton Rouge,Louisiana,US,,,,1961,10,26,,,
Quintin Dailey,Baltimore,Maryland,US,Las Vegas,Nevada,US,1961,1,22,2010,11,8
Ben Coleman,Minneapolis,Minnesota,US,,,,1961,11,14,,,
Mike Phelps,Vicksburg,Mississippi,US,,,,1961,10,3,,,
Dennis Rodman,Trenton,New Jersey,US,,,,1961,5,13,,,
Roy Hinson,Trenton,New Jersey,US,,,,1961,5,2,,,
Jim Rowinski,Long Island,New York,US,,,,1961,1,4,,,
Joe Binion,Rochester,New York,US,,,,1961,3,26,,,
Kevin Williams,New York City,New York,US,,,,1961,9,11,,,
Mark Jones,Rochester,New York,US,,,,1961,4,10,,,
Rodney McCray,Mount Vernon,New York,US,,,,1961,8,29,,,
Sam Perkins,Brooklyn,New York,US,,,,1961,6,14,,,
Sidney Green,Brooklyn,New York,US,,,,1961,1,4,,,
James Worthy,Gastonia,North Carolina,US,,,,1961,2,27,,,
Clark Kellogg,Cleveland,Ohio,US,,,,1961,7,2,,,
Granville Waiters,Columbus,Ohio,US,,,,1961,1,8,,,
LaSalle Thompson,Cincinnati,Ohio,US,,,,1961,6,23,,,
Antoine Carr,Oklahoma City,Oklahoma,US,,,,1961,7,23,,,
Leroy Combs,Oklahoma City,Oklahoma,US,,,,1961,1,1,,,
Sam Bowie,Lebanon,Pennsylvania,US,,,,1961,3,17,,,
Stewart Granger,Montreal,Quebec,CA,,,,1961,10,27,,,
Jon Sundvold,Sioux Falls,South Dakota,US,,,,1961,7,2,,,
McKinley Singleton,Memphis,Tennessee,US,,,,1961,10,29,,,
Paul Thompson,Smyrna,Tennessee,US,,,,1961,5,25,,,
Rob Williams,Houston,Texas,US,Katy,Texas,US,1961,5,5,2014,3,10
Craig Ehlo,Lubbock,Texas,US,,,,1961,8,11,,,
Greg Kite,Houston,Texas,US,,,,1961,8,5,,,
Michael Young,Houston,Texas,US,,,,1961,1,2,,,
Byron Scott,Ogden,Utah,US,,,,1961,3,28,,,
Othell Wilson,Alexandria,Virginia,US,,,,1961,10,26,,,
Michael Holton,Seattle,Washington,US,,,,1961,8,4,,,
Earl Jones,Oak Hill,West Virginia,US,,,,1961,1,13,,,
Peter Thibeaux,,,US,,,,1961,10,3,,,
Ennis Whatley,Birmingham,Alabama,US,,,,1962,8,11,,,
Ken Johnson,Tuskegee,Alabama,US,,,,1962,11,7,,,
Bernard Thompson,Phoenix,Arizona,US,,,,1962,8,30,,,
Steve Colter,Phoenix,Arizona,US,,,,1962,7,24,,,
Brian Martin,Fort Smith,Arkansas,US,,,,1962,8,18,,,
Keith Lee,West Memphis,Arkansas,US,,,,1962,12,28,,,
Michael Cage,West Memphis,Arkansas,US,,,,1962,1,28,,,
Ben McDonald,Torrance,California,US,,,,1962,7,20,,,
Bob Thornton,Los Angeles,California,US,,,,1962,7,10,,,
Brad Wright,Hollywood,California,US,,,,1962,3,26,,,
Jay Humphries,Los Angeles,California,US,,,,1962,10,17,,,
Kevin Willis,Los Angeles,California,US,,,,1962,9,6,,,
Mark Acres,Inglewood,California,US,,,,1962,11,15,,,
Ralph Jackson,Los Angeles,California,US,,,,1962,10,26,,,
Joe Kleine,Colorado Springs,Colorado,US,,,,1962,1,4,,,
Jay Murphy,Meriden,Connecticut,US,,,,1962,6,26,,,
Anthony Jones,Washington,D.C.,US,,,,1962,9,13,,,
Bill Martin,Washington,D.C.,US,,,,1962,8,16,,,
John Battle,Washington,D.C.,US,,,,1962,11,9,,,
Tom Sluby,Washington,D.C.,US,,,,1962,2,18,,,
Otis Thorpe,Boynton Beach,Florida,US,,,,1962,8,5,,,
Tom Sewell,Pensacola,Florida,US,,,,1962,3,14,,,
Eddie Lee Wilkins,Cartersville,Georgia,US,,,,1962,5,7,,,
Alfredrick Hughes,Chicago,Illinois,US,,,,1962,7,18,,,
Voise Winters,Chicago,Illinois,US,,,,1962,10,12,,,
Kenny Fields,Iowa City,Iowa,US,,,,1962,2,9,,,
John Williams,Sorrento,Louisiana,US,Sorrento,Louisiana,US,1962,8,9,2015,12,11
Clyde Drexler,New Orleans,Louisiana,US,,,,1962,6,22,,,
Jeff Turner,Bangor,Maine,US,,,,1962,4,9,,,
Fred Cofield,Ypsilanti,Michigan,US,,,,1962,1,4,,,
Gary Plummer,Highland Park,Michigan,US,,,,1962,2,21,,,
Tim McCormick,Detroit,Michigan,US,,,,1962,3,10,,,
Jim Petersen,Minneapolis,Minnesota,US,,,,1962,2,22,,,
Charles Jones,Scooba,Mississippi,US,,,,1962,1,12,,,
Lancaster Gordon,Jackson,Mississippi,US,,,,1962,6,24,,,
Sedric Toney,Columbus,Mississippi,US,,,,1962,4,13,,,
Alex Stivrins,Lincoln,Nebraska,US,,,,1962,11,29,,,
Tony Campbell,Teaneck,New Jersey,US,,,,1962,5,17,,,
Carey Scurry,Brooklyn,New York,US,,,,1962,12,4,,,
"Earl G. Graves, Jr.",Brooklyn,New York,US,,,,1962,1,5,,,
Jerry Reynolds,Brooklyn,New York,US,,,,1962,12,23,,,
Ron Moore,New York City,New York,US,,,,1962,6,16,,,
Steve Burtt,New York City,New York,US,,,,1962,11,5,,,
Vern Fleming,New York City,New York,US,,,,1962,2,4,,,
Danny Young,Raleigh,North Carolina,US,,,,1962,7,26,,,
Delaney Rudd,Hollister,North Carolina,US,,,,1962,11,8,,,
Alvin Robertson,Barberton,Ohio,US,,,,1962,7,22,,,
Brad Sellers,Warrensville Heights,Ohio,US,,,,1962,12,17,,,
Mike Smrek,Welland,Ontario,CA,,,,1962,8,31,,,
Charlie Sitton,McMinnville,Oregon,US,,,,1962,7,3,,,
Dave Feitl,Butler,Pennsylvania,US,,,,1962,6,8,,,
Ron Rowan,New Brighton,Pennsylvania,US,,,,1962,4,23,,,
Leon Wood,Columbia,South Carolina,US,,,,1962,3,25,,,
Tyrone Corbin,Columbia,South Carolina,US,,,,1962,12,31,,,
Willie White,Memphis,Tennessee,US,,,,1962,8,20,,,
Steffond Johnson,Longview,Texas,US,,,,1962,11,4,,,
Jerome Kersey,Clarksville,Virginia,US,Tualatin,Oregon,US,1962,6,26,2015,2,18
David Pope,Newport News,Virginia,US,,,,1962,4,15,,,
Blair Rasmussen,Auburn,Washington,US,,,,1962,11,13,,,
John Stockton,Spokane,Washington,US,,,,1962,3,26,,,
Kenton Edelin,Heidelberg,West Germany,DE,,,,1962,5,24,,,
Uwe Blab,Munich,West Germany,DE,,,,1962,3,26,,,
Manute Bol,Gogrial,,SD,Charlottesville,Virginia,US,1962,10,16,2010,6,19
Fernando Martín,Madrid,,ES,Madrid,,ES,1962,3,15,1989,12,3
Cozell McQueen,Paris,,FR,,,,1962,1,18,,,
Patrick Ewing,Kingston,,JM,,,,1962,8,5,,,
Charles Barkley,Leeds,Alabama,US,,,,1963,2,20,,,
Pete Myers,Mobile,Alabama,US,,,,1963,9,15,,,
Mark Alarie,Phoenix,Arizona,US,,,,1963,12,11,,,
